timestamp,focus_score,blink_rate_per_min,au4_frown,au12_smile,au6_cheek_raise,au23_lip_compression,psych_signal_tension_score,emotion,micro_expressions
1768888619.2948992,0.8,0.0,0.387,1.0,0.4,0.622,0.2956774495684262,happy (0.48),{}
1768888619.3270535,0.8,0.0,0.388,1.0,0.398,0.606,0.29253127604552487,happy (0.48),{}
1768888619.3641994,0.8,0.0,0.388,1.0,0.396,0.6,0.2906714560192281,happy (0.48),{}
1768888619.3937774,0.8,0.0,0.378,1.0,0.393,0.608,0.28735067842078726,happy (0.47),{}
1768888619.427745,0.8,0.0,0.383,1.0,0.397,0.613,0.29160231310378487,happy (0.48),{}
1768888619.4537475,0.8,0.0,0.374,1.0,0.395,0.616,0.28875552443131075,happy (0.47),{}
1768888619.4914045,0.8,0.0,0.386,1.0,0.396,0.615,0.2947078928069869,happy (0.48),{}
1768888619.5372787,0.8,0.0,0.386,1.0,0.399,0.62,0.29601601694786367,happy (0.48),{}
1768888619.5625086,0.8,0.0,0.386,1.0,0.399,0.619,0.2998360945351279,happy (0.48),{}
1768888619.5870178,0.8,0.0,0.383,1.0,0.4,0.613,0.29486188062501417,happy (0.48),{}
1768888619.6332426,0.8,0.0,0.382,1.0,0.399,0.615,0.2945603060171531,happy (0.48),{}
1768888619.664517,0.8,0.0,0.375,1.0,0.401,0.615,0.2920976543295785,happy (0.48),{}
1768888619.6910198,0.8,0.0,0.374,1.0,0.401,0.603,0.2912984451863851,happy (0.48),{}
1768888619.7232969,0.8,0.0,0.369,1.0,0.396,0.615,0.28735795017137866,happy (0.48),{}
1768888619.754826,0.8,0.0,0.371,1.0,0.399,0.607,0.2845528852170687,happy (0.48),{}
1768888619.7953396,0.8,0.0,0.373,1.0,0.4,0.6,0.28553430679627106,happy (0.48),{}
1768888619.8254602,0.8,0.0,0.371,1.0,0.399,0.61,0.2854377715030049,happy (0.48),{}
1768888619.8604562,0.8,0.0,0.365,1.0,0.401,0.609,0.282423269038668,happy (0.48),{}
1768888619.89701,0.8,0.0,0.367,1.0,0.4,0.607,0.28343265354800157,happy (0.48),{}
1768888619.9222655,0.8,0.0,0.371,1.0,0.402,0.603,0.28502061078448065,happy (0.48),{}
1768888619.9684114,0.8,0.0,0.377,1.0,0.393,0.596,0.2827253016336644,happy (0.47),{}
1768888620.0010197,0.8,0.0,0.379,1.0,0.404,0.597,0.28465240532848424,happy (0.48),{}
1768888620.0302644,0.8,0.0,0.385,1.0,0.399,0.593,0.28528639082619894,happy (0.48),{}
1768888620.0693097,0.8,0.0,0.387,1.0,0.397,0.593,0.28464946932949226,happy (0.48),{}
1768888620.0990615,0.8,0.0,0.401,1.0,0.395,0.606,0.2900253379928816,happy (0.47),{}
1768888620.1158884,0.8,0.0,0.407,1.0,0.397,0.603,0.2874227136035317,happy (0.48),{}
1768888620.1605763,0.8,0.0,0.398,1.0,0.403,0.596,0.2793864274097373,happy (0.48),{}
1768888620.1884565,0.8,0.0,0.407,1.0,0.402,0.579,0.2788660105817818,happy (0.48),{}
1768888620.2144291,0.8,0.0,0.419,1.0,0.408,0.574,0.28239142885967444,happy (0.49),{}
1768888620.2483351,0.8,0.0,0.402,1.0,0.409,0.579,0.27346853704441826,happy (0.49),{}
1768888620.277097,0.8,0.0,0.403,1.0,0.408,0.567,0.2681951965507679,happy (0.49),{}
1768888620.311356,0.8,0.0,0.401,1.0,0.405,0.543,0.265001141789612,happy (0.49),{}
1768888620.3687093,0.8,0.0,0.392,1.0,0.404,0.584,0.26757286647228673,happy (0.48),{}
1768888620.395185,0.8,0.0,0.395,1.0,0.395,0.599,0.27421546782896916,happy (0.47),{}
1768888620.4262743,0.8,0.0,0.384,1.0,0.389,0.608,0.27169728114819774,happy (0.47),{}
1768888620.4552746,0.8,0.0,0.373,1.0,0.378,0.643,0.2764021351907384,happy (0.45),{}
1768888620.489798,0.8,0.0,0.378,1.0,0.368,0.616,0.2740086168614458,happy (0.44),{}
1768888620.5237987,0.8,0.0,0.386,1.0,0.35,0.585,0.2769627657440008,happy (0.42),{}
1768888620.5548015,0.8,0.0,0.382,1.0,0.342,0.566,0.2737006500212134,happy (0.41),"{'au7_eye_squeeze': {'intensity': -0.218, 'duration_frames': 3, 'onset_frame': 12}}"
1768888620.586684,0.8,0.0,0.389,1.0,0.321,0.556,0.26283109972735946,happy (0.39),"{'au7_eye_squeeze': {'intensity': -0.218, 'duration_frames': 5, 'onset_frame': 10}}"
1768888620.6197515,0.8,0.0,0.406,1.0,0.319,0.576,0.2723201081775307,happy (0.38),"{'au7_eye_squeeze': {'intensity': -0.218, 'duration_frames': 6, 'onset_frame': 9}}"
1768888620.6558297,0.8,0.0,0.406,1.0,0.314,0.552,0.27029225255520695,happy (0.38),"{'au7_eye_squeeze': {'intensity': -0.218, 'duration_frames': 6, 'onset_frame': 9}}"
1768888620.6842678,0.8,0.0,0.404,1.0,0.316,0.554,0.27388431711581773,happy (0.38),"{'au7_eye_squeeze': {'intensity': -0.218, 'duration_frames': 5, 'onset_frame': 10}}"
1768888620.7132683,0.8,0.0,0.409,1.0,0.332,0.551,0.2665523557030938,happy (0.40),"{'au7_eye_squeeze': {'intensity': -0.218, 'duration_frames': 3, 'onset_frame': 12}}"
1768888620.7502964,0.8,0.0,0.409,1.0,0.336,0.577,0.2713108057710517,happy (0.40),{}
1768888620.8015912,0.8,0.0,0.402,1.0,0.348,0.58,0.2675962172825299,happy (0.42),{}
1768888620.8409712,0.8,0.0,0.399,1.0,0.354,0.589,0.26831816403214503,happy (0.42),{}
1768888620.8748631,0.8,0.0,0.398,1.0,0.358,0.573,0.2669224865565203,happy (0.43),{}
1768888620.9047825,0.8,0.0,0.395,1.0,0.359,0.588,0.2689792796960254,happy (0.43),{}
1768888620.9277833,0.8,0.0,0.405,1.0,0.366,0.596,0.2749086282306559,happy (0.44),{}
1768888620.9517832,0.8,0.0,0.405,1.0,0.366,0.598,0.2737518898232286,happy (0.44),{}
1768888620.9907997,0.8,0.0,0.408,1.0,0.367,0.585,0.2748222978067719,happy (0.44),{}
1768888621.0187213,0.8,0.0,0.405,1.0,0.367,0.58,0.27626658372873786,happy (0.44),{}
1768888621.0497177,0.8,0.0,0.403,1.0,0.368,0.598,0.27755354481979916,happy (0.44),{}
1768888621.0846539,0.8,0.0,0.397,1.0,0.377,0.604,0.27589836668082957,happy (0.45),{}
1768888621.1166182,0.8,0.0,0.393,1.0,0.378,0.599,0.27206478856297844,happy (0.45),{}
1768888621.14055,0.8,0.0,0.385,1.0,0.379,0.586,0.26598919526475895,happy (0.45),{}
1768888621.1768894,0.8,0.0,0.385,1.0,0.384,0.606,0.2751228676178065,happy (0.46),{}
1768888621.2338872,0.8,0.0,0.377,1.0,0.387,0.598,0.2728755613772523,happy (0.46),{}
1768888621.2680602,0.8,0.0,0.376,1.0,0.391,0.585,0.2700525385468609,happy (0.47),{}
1768888621.2922146,0.8,0.0,0.372,1.0,0.393,0.593,0.2718390451782887,happy (0.47),{}
1768888621.3219905,0.8,0.0,0.382,1.0,0.393,0.597,0.27546277120678553,happy (0.47),{}
1768888621.3579907,0.8,0.0,0.382,1.0,0.394,0.604,0.2787540558281565,happy (0.47),{}
1768888621.3866825,0.8,0.0,0.38,1.0,0.398,0.602,0.2809708706003497,happy (0.48),{}
1768888621.4176846,0.8,0.0,0.372,1.0,0.391,0.605,0.27573081995778076,happy (0.47),{}
1768888621.4536269,0.8,0.0,0.373,1.0,0.395,0.609,0.27559200180908694,happy (0.47),{}
1768888621.482499,0.8,0.0,0.37,1.0,0.397,0.613,0.2750528594420453,happy (0.48),{}
1768888621.5175142,0.8,0.0,0.383,1.0,0.396,0.602,0.2802425888991564,happy (0.48),{}
1768888621.5455725,0.8,0.0,0.374,1.0,0.396,0.607,0.27666438041205044,happy (0.48),{}
1768888621.5761673,0.8,0.0,0.368,1.0,0.396,0.612,0.27716968052109014,happy (0.48),{}
1768888621.6088681,0.8,0.0,0.365,1.0,0.395,0.605,0.27524711118247935,happy (0.47),{}
1768888621.6651528,0.8,0.0,0.363,1.0,0.395,0.607,0.2773911329274065,happy (0.47),{}
1768888621.6988933,0.8,0.0,0.368,1.0,0.396,0.603,0.2752672996235327,happy (0.48),{}
1768888621.739963,0.8,0.0,0.366,1.0,0.397,0.6,0.2723459210138041,happy (0.48),{}
1768888621.7691095,0.8,0.0,0.367,1.0,0.394,0.594,0.27155466849255167,happy (0.47),{}
1768888621.8029764,0.8,0.0,0.367,1.0,0.398,0.597,0.27310160572281084,happy (0.48),{}
1768888621.8255818,0.8,0.0,0.366,1.0,0.399,0.597,0.27173285062177305,happy (0.48),{}
1768888621.8445885,0.8,0.0,0.363,1.0,0.403,0.595,0.26995291740023375,happy (0.48),{}
1768888621.8854442,0.8,0.0,0.373,1.0,0.4,0.594,0.2745527646781904,happy (0.48),{}
1768888621.9154572,0.8,0.0,0.368,1.0,0.405,0.59,0.27194241309181466,happy (0.49),{}
1768888622.851715,0.8,0.0,0.384,1.0,0.412,0.612,0.281038542382369,happy (0.49),{}
1768888622.8767197,0.8,0.0,0.378,1.0,0.411,0.602,0.27460926656051227,happy (0.49),{}
1768888622.9318485,0.8,0.0,0.379,1.0,0.417,0.606,0.27821181227295405,happy (0.50),{}
1768888622.9698586,0.8,0.0,0.379,1.0,0.418,0.612,0.28140680050003136,happy (0.50),{}
1768888622.9959872,0.8,0.0,0.388,1.0,0.412,0.619,0.28487453236524063,happy (0.49),{}
1768888623.0352378,0.8,0.0,0.382,1.0,0.402,0.623,0.2850223069198643,happy (0.48),{}
1768888623.0614293,0.8,0.0,0.399,1.0,0.396,0.633,0.29583276800479225,happy (0.48),{}
1768888623.0839384,0.8,0.0,0.412,1.0,0.379,0.677,0.3124118637622161,happy (0.45),{}
1768888623.1196032,0.8,0.0,0.397,1.0,0.367,0.703,0.3088553325787494,happy (0.44),{}
1768888623.1468182,0.8,0.0,0.403,1.0,0.359,0.715,0.3256893178024298,happy (0.43),{}
1768888623.182821,0.8,0.0,0.394,1.0,0.352,0.729,0.3250914579283205,happy (0.42),{}
1768888623.2095237,0.8,0.0,0.397,1.0,0.352,0.73,0.32292917300382545,happy (0.42),{}
1768888623.249226,0.8,0.0,0.402,1.0,0.354,0.737,0.3271462551950741,happy (0.42),{}
1768888623.2732186,0.8,0.0,0.394,1.0,0.347,0.734,0.32342075047954727,happy (0.42),{}
1768888623.3132567,0.8,0.0,0.404,1.0,0.35,0.731,0.3245124962246681,happy (0.42),{}
1768888623.3545327,0.8,0.0,0.406,1.0,0.351,0.741,0.32897218889200625,happy (0.42),{}
1768888623.3850937,0.8,0.0,0.401,1.0,0.354,0.742,0.3303535058490816,happy (0.42),{}
1768888623.414098,0.8,0.0,0.405,1.0,0.351,0.713,0.32108635711433287,happy (0.42),{}
1768888623.4579978,0.8,0.0,0.401,1.0,0.376,0.682,0.309366675220778,happy (0.45),{}
1768888623.4879909,0.8,0.0,0.375,1.0,0.391,0.67,0.2909216817341672,happy (0.47),{}
1768888623.5179904,0.8,0.0,0.379,1.0,0.403,0.661,0.2936642980583153,happy (0.48),{}
1768888623.547991,0.8,0.0,0.374,1.0,0.408,0.657,0.2891010603310954,happy (0.49),{}
1768888623.5802057,0.8,0.0,0.373,1.0,0.411,0.65,0.29111360042065676,happy (0.49),{}
1768888623.6135945,0.8,0.0,0.387,1.0,0.407,0.635,0.29503841525387564,happy (0.49),{}
1768888623.6486537,0.8,0.0,0.389,1.0,0.413,0.634,0.2909934803429097,happy (0.50),{}
1768888623.6756585,0.8,0.0,0.388,1.0,0.411,0.636,0.2897158211809107,happy (0.49),{}
1768888623.715163,0.8,0.0,0.38,1.0,0.415,0.629,0.2862195289503088,happy (0.50),{}
1768888623.7691638,0.8,0.0,0.377,1.0,0.415,0.631,0.28757405517650664,happy (0.50),{}
1768888623.7996554,0.8,0.0,0.368,1.0,0.417,0.637,0.28583185641346154,happy (0.50),{}
1768888623.8186967,0.8,0.0,0.369,1.0,0.42,0.638,0.28754468789576526,happy (0.50),{}
1768888623.8481817,0.8,0.0,0.369,1.0,0.419,0.639,0.28870927378072614,happy (0.50),{}
1768888623.8860962,0.8,0.0,0.365,1.0,0.418,0.636,0.28874590962356644,happy (0.50),{}
1768888623.9212725,0.8,0.0,0.365,1.0,0.418,0.634,0.28681709249514836,happy (0.50),{}
1768888623.9490104,0.8,0.0,0.359,1.0,0.412,0.628,0.2816931159457208,happy (0.49),{}
1768888623.9866662,0.8,0.0,0.365,1.0,0.423,0.635,0.28424082483813246,happy (0.51),{}
1768888624.0113778,0.8,0.0,0.372,1.0,0.421,0.64,0.28730178725648364,happy (0.51),{}
1768888624.0498717,0.8,0.0,0.368,1.0,0.42,0.639,0.2866241905231235,happy (0.50),{}
1768888624.0795257,0.8,0.0,0.372,1.0,0.421,0.638,0.28871538456575263,happy (0.51),{}
1768888624.1027834,0.8,0.0,0.379,1.0,0.426,0.637,0.2919279054155142,happy (0.51),{}
1768888624.1382368,0.8,0.0,0.372,1.0,0.422,0.641,0.29201015326970653,happy (0.51),{}
1768888624.1989708,0.8,0.0,0.379,1.0,0.425,0.632,0.29048293314925855,happy (0.51),{}
1768888624.2260532,0.8,0.0,0.375,1.0,0.423,0.63,0.2882374133065872,happy (0.51),{}
1768888624.247055,0.8,0.0,0.367,1.0,0.422,0.642,0.2880876158061149,happy (0.51),{}
1768888624.281823,0.8,0.0,0.358,1.0,0.435,0.662,0.27762110662752715,happy (0.52),{}
1768888624.314197,0.8,0.0,0.359,1.0,0.445,0.666,0.2878611119825265,happy (0.53),{}
1768888624.3470838,0.8,0.0,0.36,1.0,0.446,0.656,0.2781573008530674,happy (0.54),{}
1768888624.3794916,0.8,0.0,0.379,1.0,0.443,0.69,0.3022542289635187,happy (0.53),{}
1768888624.4130762,0.8,0.0,0.392,1.0,0.437,0.697,0.32599781917080917,happy (0.52),"{'gaze_asymmetry': {'intensity': 0.342, 'duration_frames': 1, 'onset_frame': 14}}"
1768888624.4409652,0.8,0.0,0.398,1.0,0.44,0.683,0.31398642554320016,happy (0.53),"{'gaze_asymmetry': {'intensity': 0.342, 'duration_frames': 1, 'onset_frame': 14}}"
1768888624.4784727,0.8,0.0,0.406,1.0,0.43,0.669,0.3147698927090336,happy (0.52),"{'gaze_asymmetry': {'intensity': 0.342, 'duration_frames': 1, 'onset_frame': 14}}"
1768888624.5121148,0.8,0.0,0.398,1.0,0.445,0.681,0.321692814651036,happy (0.53),"{'gaze_asymmetry': {'intensity': 0.342, 'duration_frames': 2, 'onset_frame': 13}}"
1768888624.539132,0.8,0.0,0.39,1.0,0.442,0.668,0.32485047036847414,happy (0.53),"{'gaze_asymmetry': {'intensity': 0.408, 'duration_frames': 3, 'onset_frame': 12}}"
1768888624.5768516,0.8,0.0,0.378,1.0,0.44,0.665,0.32258753379051547,happy (0.53),"{'gaze_asymmetry': {'intensity': 0.428, 'duration_frames': 4, 'onset_frame': 11}}"
1768888624.6294746,0.8,0.0,0.389,1.0,0.441,0.649,0.31663674266442876,happy (0.53),"{'gaze_asymmetry': {'intensity': 0.428, 'duration_frames': 5, 'onset_frame': 10}}"
1768888624.6548493,0.8,0.0,0.359,1.0,0.397,0.631,0.2943081752337941,happy (0.48),"{'gaze_asymmetry': {'intensity': 0.428, 'duration_frames': 6, 'onset_frame': 9}}"
1768888624.6785555,0.8,0.0,0.34,1.0,0.407,0.627,0.28280023441911606,happy (0.49),{}
1768888624.7133806,0.8,0.0,0.387,1.0,0.416,0.6,0.28583853925011943,happy (0.50),{}
1768888624.7493584,0.8,0.0,0.38,1.0,0.417,0.611,0.2900670754017148,happy (0.50),{}
1768888624.7747118,0.8,0.0,0.379,1.0,0.412,0.602,0.2847000367648904,happy (0.49),{}
1768888624.8056061,0.8,0.0,0.378,1.0,0.404,0.598,0.2815460210625014,happy (0.48),"{'gaze_asymmetry': {'intensity': 0.428, 'duration_frames': 6, 'onset_frame': 9}}"
1768888624.837181,0.8,0.0,0.366,1.0,0.407,0.594,0.2713163347627132,happy (0.49),"{'gaze_asymmetry': {'intensity': 0.428, 'duration_frames': 3, 'onset_frame': 12}}"
1768888624.8753293,0.8,0.0,0.38,1.0,0.403,0.597,0.27352335950465523,happy (0.48),{}
1768888624.907648,0.8,0.0,0.372,1.0,0.393,0.582,0.2662397010610796,happy (0.47),"{'gaze_asymmetry': {'intensity': 0.428, 'duration_frames': 3, 'onset_frame': 12}}"
1768888624.942163,0.8,0.0,0.377,1.0,0.398,0.585,0.2668581763693195,happy (0.48),{}
1768888624.9987447,0.8,0.0,0.381,1.0,0.397,0.592,0.27218725260670956,happy (0.48),{}
1768888625.0563898,0.8,0.0,0.382,1.0,0.402,0.578,0.26860540371061686,happy (0.48),{}
1768888625.1095407,0.8,0.0,0.381,1.0,0.399,0.582,0.27141278140561703,happy (0.48),{}
1768888625.148177,0.8,0.0,0.384,1.0,0.4,0.58,0.27135186114387716,happy (0.48),{}
1768888625.1996644,0.8,0.0,0.383,1.0,0.395,0.586,0.2724804978933416,happy (0.47),{}
1768888625.2539363,0.8,0.0,0.385,1.0,0.396,0.583,0.27215125337486396,happy (0.48),{}
1768888625.311291,0.8,0.0,0.389,1.0,0.397,0.567,0.26757122829971297,happy (0.48),{}
1768888625.360468,0.8,0.0,0.384,1.0,0.395,0.581,0.27048749569353847,happy (0.47),{}
1768888625.4130616,0.8,0.0,0.39,1.0,0.397,0.576,0.2702038195836058,happy (0.48),{}
1768888625.4686885,0.8,0.0,0.387,1.0,0.397,0.567,0.27053083434526226,happy (0.48),{}
1768888625.5040042,0.8,0.0,0.383,1.0,0.396,0.564,0.27017430182567703,happy (0.48),{}
1768888625.5385106,0.8,0.0,0.383,1.0,0.4,0.57,0.2688127685477794,happy (0.48),{}
1768888625.5606866,0.8,0.0,0.377,1.0,0.397,0.564,0.2666539122054159,happy (0.48),{}
1768888625.5858524,0.8,0.0,0.386,1.0,0.392,0.567,0.2716253314465812,happy (0.47),{}
1768888625.610369,0.8,0.0,0.393,1.0,0.388,0.565,0.2739407270184677,happy (0.47),{}
1768888625.6313674,0.8,0.0,0.395,1.0,0.389,0.583,0.27828128057750673,happy (0.47),{}
1768888625.650695,0.8,0.0,0.395,1.0,0.388,0.581,0.27621814995581084,happy (0.47),{}
1768888625.672697,0.8,0.0,0.395,1.0,0.39,0.579,0.27598034650790926,happy (0.47),{}
1768888625.7014427,0.8,0.0,0.39,1.0,0.392,0.573,0.2737092413035815,happy (0.47),{}
1768888625.719525,0.8,0.0,0.394,1.0,0.389,0.58,0.27542535627977704,happy (0.47),{}
1768888625.7406588,0.8,0.0,0.396,1.0,0.384,0.588,0.27957685147371863,happy (0.46),{}
1768888625.7729833,0.8,0.0,0.385,1.0,0.386,0.574,0.26965010414268575,happy (0.46),{}
1768888625.809868,0.8,0.0,0.402,1.0,0.389,0.587,0.2864966648267904,happy (0.47),{}
1768888625.8394868,0.8,0.0,0.403,1.0,0.383,0.58,0.28484775783636046,happy (0.46),{}
1768888625.8847392,0.8,0.0,0.41,1.0,0.387,0.557,0.2814955093118542,happy (0.46),{}
1768888625.9216404,0.8,0.0,0.404,1.0,0.391,0.558,0.277845966065695,happy (0.47),{}
1768888625.9467447,0.8,0.0,0.396,1.0,0.395,0.543,0.26865990013892527,happy (0.47),{}
1768888625.9757447,0.8,0.0,0.396,1.0,0.384,0.495,0.2560734675291493,happy (0.46),{}
1768888626.0144145,0.8,0.0,0.401,1.0,0.396,0.476,0.25926043430125584,happy (0.48),{}
1768888626.0454357,0.8,0.0,0.396,1.0,0.389,0.481,0.2469276522443524,happy (0.47),{}
1768888626.0764363,0.8,0.0,0.392,1.0,0.396,0.501,0.25714092023900054,happy (0.48),{}
1768888626.1091835,0.8,0.0,0.393,1.0,0.396,0.539,0.26653341127154356,happy (0.48),{}
1768888626.1371834,0.8,0.0,0.395,1.0,0.385,0.583,0.2784729946704088,happy (0.46),{}
1768888626.168184,0.8,0.0,0.4,1.0,0.377,0.614,0.29041677581098546,happy (0.45),{}
1768888626.2034204,0.8,0.0,0.398,1.0,0.375,0.624,0.2997635524720542,happy (0.45),{}
1768888626.2364469,0.8,0.0,0.394,1.0,0.363,0.634,0.30347491441462626,happy (0.44),{}
1768888626.2650802,0.8,0.0,0.405,1.0,0.36,0.648,0.3075847450441255,happy (0.43),{}
1768888626.320194,0.8,0.0,0.41,1.0,0.358,0.648,0.3084883727997149,happy (0.43),{}
1768888626.3531961,0.8,0.0,0.4,1.0,0.361,0.641,0.30551003381699515,happy (0.43),{}
1768888626.375211,0.8,0.0,0.403,1.0,0.368,0.652,0.3091669424685342,happy (0.44),{}
1768888626.4060335,0.8,0.0,0.396,1.0,0.365,0.648,0.30548349735608765,happy (0.44),{}
1768888626.4462368,0.8,0.0,0.387,1.0,0.366,0.651,0.30235647546881983,happy (0.44),{}
1768888626.472233,0.8,0.0,0.389,1.0,0.371,0.662,0.3090182063174319,happy (0.45),{}
1768888626.5091705,0.8,0.0,0.386,1.0,0.371,0.666,0.30469605429487784,happy (0.45),{}
1768888626.5490701,0.8,0.0,0.392,1.0,0.368,0.671,0.3125379415220664,happy (0.44),{}
1768888626.5790687,0.8,0.0,0.4,1.0,0.375,0.668,0.3097514159921064,happy (0.45),{}
1768888626.6139026,0.8,0.0,0.396,1.0,0.37,0.66,0.3083364193080008,happy (0.44),{}
1768888626.64206,0.8,0.0,0.401,1.0,0.369,0.656,0.3089402738665636,happy (0.44),{}
1768888626.6680546,0.8,0.0,0.396,1.0,0.372,0.656,0.3071679504526119,happy (0.45),{}
1768888626.7106035,0.8,0.0,0.392,1.0,0.371,0.654,0.30398715384616753,happy (0.45),{}
1768888626.7726088,0.8,0.0,0.391,1.0,0.377,0.656,0.30451418618539144,happy (0.45),{}
1768888626.8021688,0.8,0.0,0.392,1.0,0.367,0.655,0.30497002887334784,happy (0.44),{}
1768888626.821134,0.8,0.0,0.391,1.0,0.373,0.653,0.29855270870917694,happy (0.45),{}
1768888626.8419542,0.8,0.0,0.393,1.0,0.372,0.648,0.30417541136228393,happy (0.45),{}
1768888626.8749807,0.8,0.0,0.388,1.0,0.376,0.652,0.3031232547331185,happy (0.45),{}
1768888626.9186025,0.8,0.0,0.394,1.0,0.374,0.648,0.30567618168163546,happy (0.45),{}
1768888626.968618,0.8,0.0,0.395,1.0,0.371,0.645,0.3052640127946701,happy (0.45),{}
1768888627.0102234,0.8,0.0,0.392,1.0,0.37,0.647,0.3046750186473953,happy (0.44),{}
1768888627.0652125,0.8,0.0,0.391,1.0,0.373,0.645,0.3036930796854491,happy (0.45),{}
1768888627.119412,0.8,0.0,0.388,1.0,0.374,0.639,0.2990155614959946,happy (0.45),{}
1768888627.143411,0.8,0.0,0.389,1.0,0.379,0.654,0.3007303526576767,happy (0.45),{}
1768888627.1684105,0.8,0.0,0.382,1.0,0.375,0.647,0.2997180376335037,happy (0.45),{}
1768888627.19735,0.8,0.0,0.385,1.0,0.375,0.65,0.3006140162461755,happy (0.45),{}
1768888627.2278538,0.8,0.0,0.386,1.0,0.378,0.653,0.2993402918818841,happy (0.45),{}
1768888627.256969,0.8,0.0,0.388,1.0,0.377,0.653,0.3018274413568639,happy (0.45),{}
1768888627.283969,0.8,0.0,0.39,1.0,0.377,0.64,0.2986009145683263,happy (0.45),{}
1768888627.3230042,0.8,0.0,0.389,1.0,0.375,0.644,0.30293137756383703,happy (0.45),{}
1768888627.340925,0.8,0.0,0.394,1.0,0.378,0.648,0.29984734862151047,happy (0.45),{}
1768888627.3684962,0.8,0.0,0.397,1.0,0.379,0.651,0.302980755245857,happy (0.45),{}
1768888627.397886,0.8,0.0,0.387,1.0,0.372,0.642,0.2970797116434698,happy (0.45),{}
1768888627.4223037,0.8,0.0,0.384,1.0,0.375,0.646,0.2967824281721932,happy (0.45),{}
1768888627.4724834,0.8,0.0,0.382,1.0,0.377,0.646,0.2946896224927668,happy (0.45),{}
1768888627.5076888,0.8,0.0,0.384,1.0,0.375,0.64,0.2951210679944272,happy (0.45),{}
1768888627.5357876,0.8,0.0,0.385,1.0,0.376,0.64,0.29544917667411275,happy (0.45),{}
1768888627.582844,0.8,0.0,0.385,1.0,0.375,0.646,0.29906644817202466,happy (0.45),{}
1768888627.625135,0.8,0.0,0.386,1.0,0.374,0.646,0.2999495752712481,happy (0.45),{}
1768888627.6562798,0.8,0.0,0.386,1.0,0.372,0.646,0.2971290803495629,happy (0.45),{}
1768888627.68328,0.8,0.0,0.386,1.0,0.377,0.647,0.2979104290256793,happy (0.45),{}
1768888627.7129865,0.8,0.0,0.387,1.0,0.378,0.647,0.3005394512049553,happy (0.45),{}
1768888627.7431946,0.8,0.0,0.384,1.0,0.381,0.644,0.29148579959006715,happy (0.46),{}
1768888627.7762012,0.8,0.0,0.385,1.0,0.386,0.646,0.2990091545599205,happy (0.46),{}
1768888627.8147202,0.8,0.0,0.398,1.0,0.385,0.634,0.3021564409926887,happy (0.46),{}
1768888627.8477416,0.8,0.0,0.386,1.0,0.384,0.638,0.300966807645674,happy (0.46),{}
1768888627.8937545,0.8,0.0,0.384,1.0,0.376,0.63,0.2976756603593945,happy (0.45),{}
1768888627.9342713,0.8,0.0,0.394,1.0,0.382,0.638,0.3033729371466256,happy (0.46),{}
1768888627.9585147,0.8,0.0,0.396,1.0,0.383,0.631,0.302960362210325,happy (0.46),{}
1768888628.0199373,0.8,0.0,0.401,1.0,0.387,0.629,0.3037996128287402,happy (0.46),{}
1768888628.077408,0.8,0.0,0.393,1.0,0.39,0.631,0.29833729717553964,happy (0.47),{}
1768888628.1039538,0.8,0.0,0.4,1.0,0.388,0.631,0.3030372904642305,happy (0.47),{}
1768888628.1359127,0.8,0.0,0.395,1.0,0.382,0.629,0.30154469246363125,happy (0.46),{}
1768888628.1610482,0.8,0.0,0.393,1.0,0.386,0.634,0.30229290215272564,happy (0.46),{}
1768888628.194056,0.8,0.0,0.393,1.0,0.389,0.631,0.3001574589081824,happy (0.47),{}
1768888628.2514153,0.8,0.0,0.392,1.0,0.388,0.624,0.2982214152843597,happy (0.47),{}
1768888628.31417,0.8,0.0,0.398,1.0,0.39,0.625,0.3003632158799961,happy (0.47),{}
1768888628.3718612,0.8,0.0,0.39,1.0,0.39,0.622,0.2948568178618844,happy (0.47),{}
1768888628.4292784,0.8,0.0,0.396,1.0,0.392,0.625,0.29814977835778933,happy (0.47),{}
1768888628.4770274,0.8,0.0,0.398,1.0,0.392,0.626,0.30042713095669993,happy (0.47),{}
1768888628.508531,0.8,0.0,0.399,1.0,0.391,0.627,0.3024298706362246,happy (0.47),{}
1768888628.5569696,0.8,0.0,0.398,1.0,0.392,0.624,0.2940379813140117,happy (0.47),{}
1768888628.6021051,0.8,0.0,0.392,1.0,0.387,0.628,0.29570212378860095,happy (0.46),{}
1768888628.6621003,0.8,0.0,0.397,1.0,0.39,0.624,0.2935017909742824,happy (0.47),{}
1768888628.7083926,0.8,0.0,0.394,1.0,0.39,0.628,0.2970899805725226,happy (0.47),{}
1768888628.7587337,0.8,0.0,0.397,1.0,0.394,0.629,0.2966443398553847,happy (0.47),{}
1768888628.7857304,0.8,0.0,0.391,1.0,0.394,0.631,0.2918000364971949,happy (0.47),{}
1768888628.811193,0.8,0.0,0.398,1.0,0.395,0.629,0.2935776563263252,happy (0.47),{}
1768888628.8541431,0.8,0.0,0.387,1.0,0.395,0.626,0.28859067720220016,happy (0.47),{}
1768888628.8781486,0.8,0.0,0.387,1.0,0.393,0.625,0.2874040295816122,happy (0.47),{}
1768888628.9076602,0.8,0.0,0.394,1.0,0.392,0.625,0.2888050115536135,happy (0.47),{}
1768888628.931665,0.8,0.0,0.393,1.0,0.392,0.622,0.288655677621851,happy (0.47),{}
