timestamp,timestamp_iso,left_hand_score,left_hand_jitter,left_hand_fist_status,left_hand_spread,right_hand_score,right_hand_jitter,right_hand_fist_status,right_hand_spread,left_thumb_angle,left_index_angle,left_middle_angle,left_ring_angle,left_pinky_angle,right_thumb_angle,right_index_angle,right_middle_angle,right_ring_angle,right_pinky_angle,shoulder_score,left_shoulder_jitter,right_shoulder_jitter,shrug_level,is_calibrated,left_arm_score,left_wrist_jitter,left_elbow_jitter,left_arm_angle,left_arm_stability,right_arm_score,right_wrist_jitter,right_elbow_jitter,right_arm_angle,right_arm_stability,left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,head_score,head_jitter,head_tilt,torso_score,torso_jitter,torso_stability,head_tilt_angle,head_pitch_angle,shoulder_angle,torso_angle,overall_score,emotion_state,feedback,used_features,is_valid
1769500462.407153,2026-01-27T15:54:22.407153,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,70.0,0.0,0.0,0.0,0,90.0,0.0,0.0,22.768956058954885,1.0,90.0,0.0,0.0,26.686005515942796,1.0,,,,,60.0,0.0,175.78109103990155,90.0,0.0,1.0,,,,,80.0,非常放松,你看起来很放松，状态很棒！,shoulder+arm,True
1769500462.458951,2026-01-27T15:54:22.458951,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,70.0,0.0,0.0,0.0,0,90.0,0.0,0.0,20.208267182631403,1.0,90.0,0.0,0.0,25.521285343056263,1.0,,,,,60.0,0.0,176.91893964936747,90.0,0.0,1.0,,,,,80.0,非常放松,你看起来很放松，状态很棒！,shoulder+arm,True
1769500462.509575,2026-01-27T15:54:22.509575,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,70.0,0.0,0.0,0.0,0,100.0,0.0,0.0,83.10375605610314,1.0,90.0,0.0,0.0,24.75561771768668,1.0,,,,,60.0,0.0,177.32762514002712,90.0,0.0,1.0,,,,,82.5,非常放松,你看起来很放松，状态很棒！,shoulder+arm,True
1769500462.549852,2026-01-27T15:54:22.549852,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,70.0,0.0,0.0,0.0,0,90.0,0.0,0.0,43.653667969682125,1.0,90.0,0.0,0.0,25.05515743369757,1.0,,,,,60.0,0.0,178.55362271227438,90.0,0.0,1.0,,,,,80.0,非常放松,你看起来很放松，状态很棒！,shoulder+arm,True
1769500462.600157,2026-01-27T15:54:22.600157,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,70.0,0.0,0.0,0.0,0,90.0,0.0,0.0,29.04988562767758,1.0,90.0,0.0,0.0,25.126233023209366,1.0,,,,,60.0,0.0,178.70913849358274,90.0,0.0,1.0,,,,,80.0,非常放松,你看起来很放松，状态很棒！,shoulder+arm,True
1769500462.642424,2026-01-27T15:54:22.642424,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,70.0,0.0,0.0,0.0,0,90.0,0.0,0.0,25.998384444527705,1.0,90.0,0.0,0.0,25.04068786037863,1.0,,,,,60.0,0.0,178.71124075994086,90.0,0.0,1.0,,,,,80.0,非常放松,你看起来很放松，状态很棒！,shoulder+arm,True
1769500462.690762,2026-01-27T15:54:22.690762,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,70.0,0.0,0.0,0.0,0,90.0,0.0,0.0,24.756055374059873,1.0,90.0,0.0,0.0,24.77782804719975,1.0,,,,,60.0,0.0,178.73529628926988,90.0,0.0,1.0,,,,,80.0,非常放松,你看起来很放松，状态很棒！,shoulder+arm,True
1769500462.743858,2026-01-27T15:54:22.743858,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,70.0,0.0,0.0,0.0,0,90.0,0.0,0.0,23.504989173782818,1.0,90.0,0.0,0.0,24.853155592454854,1.0,,,,,60.0,0.0,178.7384371674073,90.0,0.0,1.0,,,,,80.0,非常放松,你看起来很放松，状态很棒！,shoulder+arm,True
1769500462.799147,2026-01-27T15:54:22.799147,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,70.0,0.0,0.0,0.0,0,90.0,0.0,0.0,29.61827437640674,1.0,90.0,0.0,0.0,25.115683610708974,1.0,,,,,60.0,0.0,178.73914930269805,90.0,0.0,1.0,,,,,80.0,非常放松,你看起来很放松，状态很棒！,shoulder+arm,True
1769500462.848013,2026-01-27T15:54:22.848013,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,63.61125304369673,0.0032920448894930184,0.0030967020668102524,0.0,0,33.36298819256004,0.049192215144916,0.013737797974461738,32.77125762955551,0.528024901604667,83.87800298608943,0.0041559590446648,0.002646259859680291,25.200606268083078,0.9489833582174119,,,,,54.29660327942041,0.0038022644803863952,178.77800427856423,86.63258421429995,0.0018707865476111415,0.9719382017858329,,,,,61.11587431651072,中性,状态平稳，保持自然呼吸,shoulder+arm,True
1769500462.890787,2026-01-27T15:54:22.890787,50.0,0.0,0,0.0,50.0,0.0,0,0.0,,,,,,,,,,,63.321089322214526,0.003611483840891528,0.0030674268368939463,0.0,0,34.88414406988497,0.047321761807945124,0.013918078114404906,31.240729467104412,0.5407012005823747,83.61031810228502,0.004367783267387033,0.002731863285629616,25.363722639726017,0.9467526508523751,,,,,54.368860697704605,0.0037540928681969255,178.82756632889635,86.12859794277497,0.002150778920680574,0.9677383161897913,,,,,61.28416020414976,中性,状态平稳，保持自然呼吸,shoulder+arm,True
