session_id,timestamp,focus_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,avg_ear,head_yaw,head_pitch,symmetry_score,blink_rate_per_min,eye_closed_sec,is_blink,left_iris_x,left_iris_y,right_iris_x,right_iris_y,gaze_direction_x,gaze_direction_y,gaze_deviation,tension_score,tension_level,tension_sources_brow_furrow,tension_sources_lip_compression,tension_sources_eye_closure,tension_sources_expression_instability,tension_sources_emotional_influence,micro_exp_au_name,micro_exp_intensity,micro_exp_duration_frames,micro_exp_onset_frame,dominant_emotion,confidence,emotion_state,is_valid,au1_inner_brow_raise_trend,au1_inner_brow_raise_volatility,au1_inner_brow_raise_change_rate,au2_outer_brow_raise_trend,au2_outer_brow_raise_volatility,au2_outer_brow_raise_change_rate,au4_frown_trend,au4_frown_volatility,au4_frown_change_rate,au6_cheek_raise_trend,au6_cheek_raise_volatility,au6_cheek_raise_change_rate,au7_eye_squeeze_trend,au7_eye_squeeze_volatility,au7_eye_squeeze_change_rate,au9_nose_wrinkle_trend,au9_nose_wrinkle_volatility,au9_nose_wrinkle_change_rate,au10_upper_lip_raise_trend,au10_upper_lip_raise_volatility,au10_upper_lip_raise_change_rate,au12_smile_trend,au12_smile_volatility,au12_smile_change_rate,au14_dimpler_trend,au14_dimpler_volatility,au14_dimpler_change_rate,au15_mouth_down_trend,au15_mouth_down_volatility,au15_mouth_down_change_rate,au20_lip_stretcher_trend,au20_lip_stretcher_volatility,au20_lip_stretcher_change_rate,au23_lip_compression_trend,au23_lip_compression_volatility,au23_lip_compression_change_rate,au25_mouth_open_trend,au25_mouth_open_volatility,au25_mouth_open_change_rate,au26_jaw_drop_trend,au26_jaw_drop_volatility,au26_jaw_drop_change_rate,avg_ear_trend,avg_ear_volatility,avg_ear_change_rate,head_yaw_trend,head_yaw_volatility,head_yaw_change_rate,head_pitch_trend,head_pitch_volatility,head_pitch_change_rate,symmetry_score_trend,symmetry_score_volatility,symmetry_score_change_rate,blink_rate_per_min_trend,blink_rate_per_min_volatility,blink_rate_per_min_change_rate,eye_closed_sec_trend,eye_closed_sec_volatility,eye_closed_sec_change_rate,is_blink_trend,is_blink_volatility,is_blink_change_rate,left_iris_x_trend,left_iris_x_volatility,left_iris_x_change_rate,left_iris_y_trend,left_iris_y_volatility,left_iris_y_change_rate,right_iris_x_trend,right_iris_x_volatility,right_iris_x_change_rate,right_iris_y_trend,right_iris_y_volatility,right_iris_y_change_rate,gaze_direction_x_trend,gaze_direction_x_volatility,gaze_direction_x_change_rate,gaze_direction_y_trend,gaze_direction_y_volatility,gaze_direction_y_change_rate,gaze_deviation_trend,gaze_deviation_volatility,gaze_deviation_change_rate
20260304_135106,1772603559.2511106,0.5,0.194,0.206,0.0,0.444,0.548,0.468,0.078,0.0,1.0,0.0,0.0,0.656,0.02,0.072,0.452,-0.032,-0.995,0.999,0.0,0.0,0,0.462,0.555,0.546,0.552,0.392,-0.55,0.675,0.724,high,0.0,0.853,0.0,0.644,0.4,au7_eye_squeeze,0.548,3,12,anxiety,1.0,neutral,1,-0.164,0.208,0.578,-0.365,0.333,0.883,-0.327,0.898,1.0,-0.054,0.076,0.025,-0.154,0.144,0.096,-0.009,0.01,0.114,-0.212,1.0,0.384,0.011,0.062,1.0,0.368,0.159,0.669,0.0,0.0,0.0,0.011,0.062,1.0,0.459,0.332,0.272,0.018,0.091,1.0,0.095,1.0,1.0,0.154,0.195,0.131,-0.134,0.219,1.0,-0.04,0.144,1.0,0.096,0.032,0.074,1.0,0.444,0.599,-0.004,0.13,1.0,0.0,0.0,0.0,-0.153,0.083,0.278,0.031,0.023,0.021,-0.132,0.063,0.234,-0.041,0.033,0.068,0.144,0.752,1.0,-0.071,0.625,1.0,0.087,0.103,0.252
20260304_135106,1772603559.2777083,0.8,0.193,0.204,0.0,0.452,0.522,0.472,0.08,0.0,1.0,0.0,0.0,0.456,0.072,0.077,0.478,-0.025,-0.995,1.0,0.0,0.0,0,0.462,0.555,0.546,0.552,0.383,-0.543,0.665,0.661,high,0.0,0.593,0.0,0.659,0.4,,,,,anxiety,1.0,neutral,1,-0.174,0.21,0.586,-0.384,0.336,0.896,-0.339,0.909,1.0,-0.046,0.072,0.019,-0.156,0.144,0.184,-0.011,0.011,0.099,-0.183,1.0,0.249,0.01,0.062,1.0,0.395,0.161,0.664,0.0,0.0,0.0,0.01,0.062,1.0,0.449,0.337,0.795,0.023,0.116,1.0,0.098,1.0,1.0,0.156,0.195,0.249,-0.149,0.249,1.0,-0.041,0.145,1.0,0.099,0.032,0.074,1.0,0.426,0.561,-0.004,0.13,1.0,0.0,0.0,0.0,-0.157,0.085,0.276,0.028,0.021,0.018,-0.137,0.064,0.231,-0.046,0.032,0.07,0.168,0.853,1.0,-0.051,0.584,1.0,0.076,0.096,0.204
20260304_135106,1772603559.3213365,0.5,0.183,0.182,0.0,0.459,0.481,0.462,0.082,0.0,1.0,0.0,0.0,0.66,0.032,0.114,0.519,-0.067,-0.994,0.997,0.0,0.0,0,0.46,0.555,0.543,0.552,0.434,-0.533,0.687,0.714,high,0.0,0.858,0.0,0.572,0.4,,,,,anxiety,1.0,neutral,1,-0.182,0.213,0.659,-0.401,0.341,1.0,-0.351,0.921,1.0,-0.039,0.069,0.052,-0.163,0.146,0.326,-0.014,0.014,0.137,-0.157,0.968,0.132,0.01,0.062,1.0,0.419,0.164,0.658,0.0,0.0,0.0,0.01,0.062,1.0,0.441,0.337,0.249,0.024,0.12,1.0,0.104,1.0,1.0,0.163,0.196,0.44,-0.168,0.284,1.0,-0.043,0.145,1.0,0.101,0.033,0.067,1.0,0.408,0.525,-0.005,0.13,1.0,0.0,0.0,0.0,-0.161,0.086,0.281,0.025,0.02,0.016,-0.141,0.066,0.237,-0.05,0.032,0.07,0.195,0.966,1.0,-0.034,0.563,1.0,0.07,0.093,0.269
20260304_135106,1772603559.3513548,0.3,0.164,0.16,0.0,0.478,0.479,0.465,0.11,0.0,1.0,0.0,0.0,0.385,0.04,0.082,0.521,-0.125,-0.993,0.995,0.0,0.0,0,0.456,0.555,0.536,0.552,0.563,-0.483,0.742,0.475,medium,0.0,0.5,0.0,0.578,0.25,,,,,anxiety,0.624,neutral,1,-0.191,0.218,0.789,-0.418,0.348,1.0,-0.358,0.94,1.0,-0.032,0.068,0.14,-0.17,0.147,0.332,-0.016,0.015,0.124,-0.132,0.922,0.627,0.01,0.062,1.0,0.43,0.166,0.644,0.0,0.0,0.0,0.01,0.062,1.0,0.427,0.343,0.974,0.027,0.125,1.0,0.107,1.0,1.0,0.17,0.197,0.447,-0.191,0.329,1.0,-0.043,0.145,1.0,0.103,0.033,0.062,1.0,0.389,0.49,-0.005,0.13,1.0,0.0,0.0,0.0,-0.165,0.087,0.291,0.023,0.019,0.015,-0.146,0.067,0.257,-0.053,0.032,0.071,0.23,1.0,1.0,-0.016,0.56,1.0,0.07,0.092,0.441
20260304_135106,1772603559.3796628,0.3,0.172,0.166,0.0,0.471,0.409,0.447,0.104,0.0,1.0,0.0,0.0,0.576,0.036,0.112,0.591,-0.191,-0.992,0.995,0.0,0.0,0,0.455,0.556,0.537,0.55,0.643,-0.495,0.812,0.582,medium,0.0,0.749,0.0,0.577,0.294,,,,,anxiety,0.735,neutral,1,-0.198,0.222,0.724,-0.433,0.355,1.0,-0.364,0.959,1.0,-0.024,0.066,0.111,-0.182,0.151,0.572,-0.02,0.018,0.194,-0.112,0.894,0.547,0.009,0.062,1.0,0.451,0.169,0.637,0.0,0.0,0.0,0.009,0.062,1.0,0.359,0.324,0.473,0.028,0.129,1.0,0.113,1.0,1.0,0.182,0.2,0.766,-0.218,0.383,1.0,-0.044,0.145,1.0,0.104,0.033,0.061,1.0,0.37,0.455,-0.005,0.13,1.0,0.0,0.0,0.0,-0.168,0.089,0.289,0.021,0.018,0.015,-0.15,0.068,0.252,-0.056,0.032,0.076,0.27,1.0,1.0,0.002,0.551,1.0,0.074,0.095,0.658
20260304_135106,1772603559.4126587,0.3,0.15,0.149,0.0,0.483,0.441,0.442,0.113,0.0,1.0,0.0,0.0,0.511,0.0,0.025,0.559,-0.213,-0.991,0.991,0.0,0.0,0,0.455,0.556,0.533,0.549,0.667,-0.48,0.821,0.549,medium,0.0,0.664,0.0,0.577,0.282,,,,,anxiety,0.706,neutral,1,-0.208,0.228,0.886,-0.449,0.362,1.0,-0.368,0.98,1.0,-0.015,0.063,0.167,-0.192,0.153,0.454,-0.024,0.021,0.215,-0.09,0.855,0.87,0.009,0.062,1.0,0.464,0.171,0.625,0.0,0.0,0.0,0.009,0.062,1.0,0.318,0.323,0.648,0.028,0.129,1.0,0.111,1.0,0.353,0.192,0.202,0.604,-0.245,0.438,1.0,-0.044,0.145,1.0,0.105,0.033,0.051,1.0,0.351,0.422,-0.006,0.13,1.0,0.0,0.0,0.0,-0.171,0.09,0.287,0.019,0.017,0.014,-0.154,0.07,0.261,-0.06,0.032,0.08,0.31,1.0,1.0,0.02,0.549,1.0,0.079,0.098,0.672
20260304_135106,1772603559.4444351,0.3,0.157,0.147,0.0,0.47,0.433,0.44,0.107,0.0,1.0,0.0,0.0,0.608,0.015,0.0,0.567,-0.222,-0.992,0.992,0.0,0.0,0,0.454,0.556,0.533,0.55,0.678,-0.49,0.837,0.597,medium,0.0,0.79,0.0,0.573,0.299,,,,,anxiety,0.748,neutral,1,-0.217,0.233,0.831,-0.465,0.37,1.0,-0.373,1.0,1.0,-0.005,0.058,0.112,-0.202,0.155,0.478,-0.028,0.024,0.222,-0.071,0.825,0.801,0.009,0.062,1.0,0.477,0.173,0.613,0.0,0.0,0.0,0.009,0.062,1.0,0.251,0.303,0.405,0.028,0.13,1.0,0.108,1.0,1.0,0.202,0.204,0.633,-0.271,0.492,1.0,-0.045,0.145,1.0,0.105,0.033,0.054,1.0,0.33,0.389,-0.006,0.13,1.0,0.0,0.0,0.0,-0.174,0.091,0.284,0.017,0.016,0.013,-0.157,0.071,0.256,-0.062,0.032,0.078,0.347,1.0,1.0,0.042,0.528,1.0,0.082,0.099,0.702
20260304_135106,1772603559.4747338,0.3,0.159,0.155,0.0,0.472,0.461,0.445,0.103,0.0,1.0,0.0,0.0,0.59,0.0,0.05,0.539,-0.196,-0.992,0.994,0.0,0.0,0,0.454,0.556,0.532,0.55,0.619,-0.493,0.791,0.604,high,0.0,0.767,0.0,0.677,0.296,,,,,anxiety,0.741,neutral,1,-0.224,0.237,0.807,-0.475,0.377,1.0,-0.377,1.0,1.0,0.001,0.057,0.127,-0.209,0.157,0.376,-0.032,0.026,0.197,-0.057,0.812,0.745,0.009,0.062,1.0,0.478,0.173,0.597,0.0,0.0,0.0,0.009,0.062,1.0,0.182,0.283,0.466,0.027,0.13,1.0,0.109,1.0,1.0,0.209,0.205,0.494,-0.296,0.539,1.0,-0.045,0.145,1.0,0.105,0.033,0.056,1.0,0.309,0.358,-0.006,0.13,1.0,0.0,0.0,0.0,-0.176,0.092,0.282,0.016,0.015,0.013,-0.16,0.072,0.256,-0.064,0.032,0.076,0.382,1.0,1.0,0.057,0.531,1.0,0.086,0.101,0.54
20260304_135106,1772603559.5147376,0.3,0.154,0.15,0.0,0.484,0.393,0.419,0.105,0.0,1.0,0.0,0.0,0.721,0.002,0.098,0.607,-0.266,-0.991,0.992,0.0,0.0,0,0.454,0.557,0.532,0.551,0.717,-0.483,0.865,0.666,high,0.0,0.938,0.0,0.678,0.316,,,,,anxiety,0.789,neutral,1,-0.231,0.243,0.842,-0.487,0.385,1.0,-0.385,1.0,1.0,0.008,0.056,0.18,-0.22,0.161,0.612,-0.037,0.031,0.299,-0.045,0.803,0.845,0.008,0.062,1.0,0.486,0.174,0.584,0.0,0.0,0.0,0.008,0.062,1.0,0.121,0.259,0.14,0.027,0.129,1.0,0.112,1.0,1.0,0.22,0.208,0.799,-0.329,0.599,1.0,-0.046,0.145,1.0,0.105,0.033,0.05,1.0,0.287,0.327,-0.007,0.13,1.0,0.0,0.0,0.0,-0.178,0.093,0.276,0.015,0.015,0.014,-0.163,0.073,0.253,-0.065,0.033,0.073,0.426,1.0,1.0,0.071,0.539,1.0,0.096,0.106,0.763
20260304_135106,1772603559.5493817,0.3,0.152,0.147,0.0,0.491,0.393,0.404,0.112,0.0,1.0,0.0,0.0,0.512,0.026,0.101,0.607,-0.307,-0.991,0.991,0.0,0.0,0,0.453,0.557,0.531,0.55,0.788,-0.476,0.921,0.571,medium,0.0,0.666,0.0,0.68,0.289,,,,,anxiety,0.722,neutral,1,-0.238,0.248,0.847,-0.496,0.392,1.0,-0.391,1.0,1.0,0.014,0.056,0.211,-0.228,0.164,0.606,-0.043,0.036,0.358,-0.037,0.802,1.0,0.008,0.062,1.0,0.487,0.173,0.568,0.0,0.0,0.0,0.008,0.062,1.0,0.072,0.255,0.686,0.028,0.131,1.0,0.116,1.0,1.0,0.228,0.21,0.783,-0.363,0.667,1.0,-0.046,0.145,1.0,0.104,0.033,0.048,1.0,0.264,0.297,-0.007,0.13,1.0,0.0,0.0,0.0,-0.179,0.094,0.275,0.014,0.015,0.014,-0.164,0.074,0.252,-0.065,0.033,0.073,0.478,1.0,1.0,0.084,0.552,1.0,0.111,0.115,0.926
20260304_135106,1772603559.589282,0.3,0.148,0.134,0.0,0.5,0.395,0.278,0.12,0.0,1.0,0.0,0.0,0.659,0.0,0.132,0.605,-0.542,-0.987,0.989,0.0,0.0,0,0.453,0.556,0.528,0.55,1.054,-0.467,1.152,0.657,high,0.0,0.857,0.0,0.683,0.327,,,,,anxiety,0.817,neutral,1,-0.242,0.253,0.871,-0.504,0.401,1.0,-0.393,1.0,1.0,0.019,0.058,0.252,-0.233,0.167,0.593,-0.058,0.058,0.868,-0.029,0.802,1.0,0.008,0.062,1.0,0.485,0.171,0.551,0.0,0.0,0.0,0.008,0.062,1.0,0.007,0.232,0.321,0.027,0.131,1.0,0.123,1.0,1.0,0.233,0.212,0.757,-0.414,0.792,1.0,-0.046,0.145,1.0,0.103,0.033,0.041,1.0,0.239,0.268,-0.007,0.13,1.0,0.0,0.0,0.0,-0.18,0.094,0.273,0.014,0.015,0.012,-0.165,0.074,0.257,-0.066,0.033,0.073,0.546,1.0,1.0,0.095,0.569,1.0,0.145,0.142,1.0
20260304_135106,1772603559.6370158,0.3,0.163,0.16,0.0,0.481,0.421,0.353,0.113,0.0,1.0,0.0,0.0,0.663,0.067,0.118,0.579,-0.359,-0.987,0.991,0.0,0.0,0,0.452,0.559,0.527,0.548,0.812,-0.501,0.954,0.65,high,0.0,0.861,0.0,0.687,0.317,,,,,anxiety,0.793,neutral,1,-0.245,0.257,0.748,-0.508,0.406,1.0,-0.394,1.0,1.0,0.025,0.058,0.163,-0.225,0.163,0.488,-0.067,0.065,0.555,-0.024,0.802,1.0,0.007,0.062,1.0,0.48,0.168,0.533,0.0,0.0,0.0,0.007,0.062,1.0,-0.008,0.233,0.311,0.031,0.146,1.0,0.127,1.0,1.0,0.225,0.204,0.611,-0.448,0.87,1.0,-0.045,0.145,1.0,0.103,0.032,0.044,1.0,0.234,0.253,-0.008,0.13,1.0,0.0,0.0,0.0,-0.181,0.095,0.271,0.015,0.015,0.02,-0.167,0.075,0.257,-0.066,0.033,0.077,0.594,1.0,1.0,0.101,0.578,1.0,0.166,0.15,0.985
20260304_135106,1772603559.684046,0.3,0.166,0.152,0.0,0.477,0.387,0.189,0.112,0.0,1.0,0.0,0.0,0.55,0.02,0.179,0.613,-0.631,-0.985,0.987,0.0,0.0,0,0.45,0.559,0.525,0.548,1.152,-0.497,1.255,0.708,high,0.0,0.714,0.0,0.769,0.4,,,,,anxiety,1.0,neutral,1,-0.243,0.258,0.715,-0.507,0.411,1.0,-0.393,1.0,1.0,0.03,0.058,0.146,-0.23,0.166,0.6,-0.088,0.092,1.0,-0.024,0.792,1.0,0.007,0.062,1.0,0.478,0.166,0.517,0.0,0.0,0.0,0.007,0.062,1.0,-0.025,0.236,0.596,0.031,0.146,1.0,0.136,1.0,1.0,0.23,0.205,0.745,-0.501,1.0,1.0,-0.043,0.143,1.0,0.101,0.032,0.035,1.0,0.228,0.239,-0.008,0.13,1.0,0.0,0.0,0.0,-0.181,0.095,0.271,0.016,0.015,0.02,-0.169,0.076,0.259,-0.066,0.033,0.076,0.66,1.0,1.0,0.107,0.587,1.0,0.21,0.178,1.0
20260304_135106,1772603559.7062943,0.3,0.147,0.138,0.0,0.489,0.36,0.218,0.131,0.0,1.0,0.0,0.0,0.371,0.058,0.072,0.64,-0.577,-0.986,0.984,0.0,0.0,0,0.45,0.558,0.524,0.546,1.048,-0.491,1.158,0.54,medium,0.0,0.482,0.0,0.772,0.29,,,,,anxiety,0.724,neutral,1,-0.245,0.261,0.854,-0.509,0.417,1.0,-0.394,1.0,1.0,0.036,0.058,0.2,-0.238,0.17,0.693,-0.106,0.109,1.0,-0.023,0.782,1.0,0.007,0.062,1.0,0.483,0.167,0.506,0.0,0.0,0.0,0.007,0.062,1.0,-0.065,0.242,1.0,0.035,0.156,1.0,0.137,1.0,1.0,0.238,0.207,0.851,-0.549,1.0,1.0,-0.042,0.142,1.0,0.098,0.032,0.028,1.0,0.222,0.225,-0.008,0.13,1.0,0.0,0.0,0.0,-0.182,0.096,0.269,0.016,0.015,0.017,-0.17,0.077,0.259,-0.064,0.032,0.08,0.719,1.0,1.0,0.117,0.595,1.0,0.24,0.194,1.0
20260304_135106,1772603559.7326543,0.3,0.148,0.137,0.0,0.483,0.379,0.216,0.125,0.0,1.0,0.0,0.0,0.602,0.028,0.084,0.621,-0.573,-0.986,0.989,0.0,0.0,0,0.451,0.558,0.523,0.548,1.032,-0.493,1.144,0.656,high,0.0,0.782,0.0,0.773,0.33,,,,,anxiety,0.825,neutral,1,-0.248,0.265,0.834,-0.511,0.424,1.0,-0.39,1.0,1.0,0.04,0.058,0.173,-0.246,0.174,0.618,-0.124,0.124,1.0,-0.023,0.771,1.0,0.006,0.062,1.0,0.485,0.167,0.493,0.0,0.0,0.0,0.006,0.062,1.0,-0.084,0.244,0.454,0.036,0.157,1.0,0.139,1.0,1.0,0.246,0.209,0.75,-0.596,1.0,1.0,-0.041,0.141,1.0,0.097,0.032,0.036,1.0,0.216,0.211,-0.009,0.13,1.0,0.0,0.0,0.0,-0.182,0.096,0.261,0.017,0.015,0.017,-0.172,0.077,0.255,-0.063,0.032,0.072,0.776,1.0,1.0,0.126,0.604,1.0,0.27,0.206,1.0
20260304_135106,1772603559.7574909,0.3,0.15,0.13,0.0,0.487,0.374,0.202,0.126,0.0,1.0,0.0,0.0,0.62,0.007,0.154,0.626,-0.591,-0.985,0.986,0.0,0.0,0,0.449,0.559,0.522,0.547,1.053,-0.492,1.162,0.666,high,0.0,0.807,0.0,0.775,0.334,,,,,anxiety,0.835,neutral,1,-0.248,0.268,0.81,-0.51,0.429,1.0,-0.386,1.0,1.0,0.043,0.059,0.189,-0.257,0.178,0.63,-0.143,0.139,1.0,-0.025,0.755,1.0,0.006,0.062,1.0,0.487,0.166,0.48,0.0,0.0,0.0,0.006,0.062,1.0,-0.098,0.245,0.402,0.035,0.157,0.199,0.146,1.0,1.0,0.257,0.212,0.758,-0.643,1.0,1.0,-0.039,0.14,1.0,0.095,0.031,0.029,0.975,0.21,0.198,-0.009,0.13,1.0,0.0,0.0,0.0,-0.182,0.096,0.26,0.018,0.015,0.021,-0.172,0.078,0.255,-0.061,0.031,0.073,0.834,1.0,1.0,0.134,0.614,1.0,0.301,0.219,1.0
20260304_135106,1772603559.7874415,0.3,0.155,0.128,0.0,0.484,0.368,0.066,0.12,0.0,1.0,0.0,0.0,0.409,0.0,0.175,0.632,-0.782,-0.985,0.977,0.0,0.0,0,0.449,0.561,0.521,0.546,1.29,-0.49,1.38,0.663,high,0.0,0.531,0.0,0.776,0.4,,,,,anxiety,1.0,neutral,1,-0.247,0.27,0.759,-0.508,0.433,1.0,-0.378,1.0,1.0,0.044,0.059,0.173,-0.266,0.181,0.644,-0.171,0.167,1.0,-0.028,0.737,1.0,0.006,0.062,1.0,0.489,0.166,0.468,0.0,0.0,0.0,0.006,0.062,1.0,-0.127,0.251,0.946,0.034,0.157,1.0,0.154,1.0,1.0,0.266,0.214,0.767,-0.702,1.0,1.0,-0.037,0.138,1.0,0.093,0.031,0.01,0.926,0.203,0.184,-0.009,0.13,1.0,0.0,0.0,0.0,-0.182,0.097,0.257,0.019,0.015,0.028,-0.173,0.078,0.256,-0.06,0.03,0.072,0.907,1.0,1.0,0.138,0.622,1.0,0.35,0.242,1.0
20260304_135106,1772603559.822589,0.3,0.146,0.12,0.0,0.492,0.386,0.179,0.122,0.0,1.0,0.0,0.0,0.462,0.023,0.088,0.614,-0.656,-0.986,0.978,0.0,0.0,0,0.449,0.563,0.522,0.546,1.183,-0.478,1.276,0.681,high,0.0,0.601,0.0,0.777,0.4,,,,,anxiety,1.0,neutral,1,-0.246,0.271,0.819,-0.505,0.438,1.0,-0.368,1.0,1.0,0.046,0.06,0.205,-0.277,0.185,0.575,-0.19,0.181,1.0,-0.031,0.719,1.0,0.005,0.062,1.0,0.492,0.166,0.457,0.0,0.0,0.0,0.005,0.062,1.0,-0.141,0.256,0.8,0.035,0.158,1.0,0.155,1.0,1.0,0.277,0.216,0.679,-0.75,1.0,1.0,-0.036,0.136,1.0,0.09,0.031,0.009,0.876,0.197,0.171,-0.01,0.13,1.0,0.0,0.0,0.0,-0.182,0.097,0.252,0.02,0.015,0.034,-0.173,0.079,0.245,-0.058,0.029,0.07,0.97,1.0,1.0,0.144,0.631,1.0,0.391,0.256,1.0
20260304_135106,1772603559.8497775,0.3,0.15,0.126,0.0,0.495,0.343,0.15,0.12,0.0,1.0,0.0,0.0,0.682,0.0,0.118,0.657,-0.701,-0.987,0.978,0.0,0.0,0,0.45,0.562,0.522,0.547,1.266,-0.481,1.354,0.752,high,0.0,0.887,0.0,0.778,0.4,,,,,anxiety,1.0,neutral,1,-0.243,0.271,0.776,-0.499,0.441,1.0,-0.36,1.0,1.0,0.047,0.06,0.211,-0.284,0.189,0.725,-0.21,0.196,1.0,-0.034,0.701,0.925,0.005,0.062,1.0,0.497,0.166,0.446,0.0,0.0,0.0,0.005,0.062,1.0,-0.142,0.256,0.219,0.033,0.158,1.0,0.159,1.0,1.0,0.284,0.219,0.847,-0.8,1.0,1.0,-0.034,0.133,1.0,0.087,0.03,0.008,0.824,0.189,0.158,-0.01,0.13,1.0,0.0,0.0,0.0,-0.181,0.097,0.243,0.021,0.015,0.031,-0.174,0.079,0.241,-0.056,0.028,0.066,1.0,1.0,1.0,0.148,0.64,1.0,0.436,0.273,1.0
20260304_135106,1772603559.8829384,0.3,0.153,0.133,0.0,0.494,0.316,0.075,0.118,0.0,1.0,0.0,0.0,0.663,0.012,0.141,0.684,-0.802,-0.986,0.977,0.0,0.0,0,0.45,0.563,0.523,0.546,1.361,-0.477,1.442,0.746,high,0.0,0.861,0.0,0.778,0.4,,,,,anxiety,1.0,neutral,1,-0.24,0.271,0.734,-0.494,0.443,1.0,-0.353,1.0,1.0,0.048,0.061,0.203,-0.304,0.194,0.823,-0.236,0.216,1.0,-0.037,0.684,0.84,0.005,0.062,1.0,0.496,0.165,0.434,0.0,0.0,0.0,0.005,0.062,1.0,-0.149,0.257,0.267,0.033,0.157,0.987,0.163,1.0,1.0,0.304,0.223,0.955,-0.856,1.0,1.0,-0.032,0.131,1.0,0.084,0.03,0.006,0.77,0.182,0.145,-0.01,0.13,1.0,0.0,0.0,0.0,-0.181,0.097,0.239,0.022,0.015,0.034,-0.175,0.079,0.233,-0.053,0.027,0.065,1.0,1.0,1.0,0.153,0.648,1.0,0.486,0.292,1.0
20260304_135106,1772603559.9141083,0.3,0.138,0.112,0.0,0.499,0.384,0.21,0.119,0.0,1.0,0.0,0.0,0.518,0.045,0.088,0.616,-0.639,-0.986,0.976,0.0,0.0,0,0.452,0.563,0.525,0.547,1.212,-0.469,1.3,0.621,high,0.0,0.674,0.0,0.779,0.322,,,,,anxiety,0.804,neutral,1,-0.238,0.271,0.85,-0.487,0.445,1.0,-0.345,1.0,1.0,0.047,0.06,0.219,-0.314,0.197,0.562,-0.251,0.225,1.0,-0.041,0.666,0.83,0.004,0.062,1.0,0.5,0.165,0.425,0.0,0.0,0.0,0.004,0.062,1.0,-0.168,0.26,0.643,0.035,0.162,1.0,0.164,1.0,1.0,0.314,0.225,0.645,-0.899,1.0,1.0,-0.029,0.127,1.0,0.081,0.03,0.002,0.715,0.174,0.132,-0.011,0.13,1.0,0.0,0.0,0.0,-0.18,0.097,0.224,0.023,0.015,0.036,-0.174,0.08,0.224,-0.052,0.026,0.061,1.0,1.0,1.0,0.153,0.648,1.0,0.53,0.302,1.0
20260304_135106,1772603559.9443898,0.3,0.153,0.128,0.0,0.495,0.344,0.18,0.118,0.0,1.0,0.0,0.0,0.453,0.0,0.1,0.656,-0.678,-0.986,0.977,0.0,0.0,0,0.452,0.562,0.527,0.547,1.236,-0.477,1.325,0.678,high,0.0,0.588,0.0,0.777,0.4,,,,,anxiety,1.0,neutral,1,-0.234,0.27,0.712,-0.478,0.445,1.0,-0.338,1.0,1.0,0.046,0.059,0.196,-0.326,0.201,0.708,-0.268,0.235,1.0,-0.045,0.649,0.743,0.004,0.062,1.0,0.502,0.165,0.414,0.0,0.0,0.0,0.004,0.062,1.0,-0.199,0.264,0.812,0.034,0.162,1.0,0.166,1.0,1.0,0.326,0.227,0.807,-0.944,1.0,1.0,-0.027,0.122,1.0,0.079,0.029,0.004,0.659,0.166,0.119,-0.011,0.13,1.0,0.0,0.0,0.0,-0.179,0.097,0.219,0.024,0.015,0.032,-0.173,0.079,0.211,-0.05,0.025,0.059,1.0,1.0,1.0,0.151,0.644,1.0,0.575,0.312,1.0
20260304_135106,1772603559.978715,0.3,0.139,0.116,0.0,0.49,0.373,0.243,0.118,0.0,1.0,0.0,0.0,0.52,0.0,0.009,0.627,-0.602,-0.983,0.973,0.0,0.0,0,0.454,0.563,0.527,0.546,1.171,-0.481,1.266,0.615,high,0.0,0.676,0.0,0.774,0.316,,,,,anxiety,0.79,neutral,1,-0.232,0.27,0.818,-0.471,0.446,1.0,-0.33,1.0,1.0,0.043,0.057,0.169,-0.331,0.204,0.591,-0.279,0.241,0.921,-0.049,0.632,0.717,0.004,0.062,1.0,0.502,0.164,0.403,0.0,0.0,0.0,0.004,0.062,1.0,-0.211,0.267,0.629,0.033,0.162,1.0,0.16,1.0,1.0,0.331,0.228,0.665,-0.98,1.0,1.0,-0.024,0.116,1.0,0.076,0.029,0.005,0.6,0.158,0.107,-0.011,0.13,1.0,0.0,0.0,0.0,-0.177,0.096,0.208,0.025,0.015,0.035,-0.173,0.08,0.208,-0.049,0.024,0.058,1.0,1.0,1.0,0.146,0.628,1.0,0.618,0.32,1.0
