video_id,duration_sec,duration_source,n_face_frames,n_gesture_frames,face_detection_rate,too_short_for_rate
vid_1343,28.800,frames/fps,288,288,1.0000,0
vid_1344,46.667,frames/fps,467,467,1.0000,0
vid_1345,28.800,frames/fps,288,288,1.0000,0
vid_1346,31.467,frames/fps,315,315,1.0000,0
vid_1347,18.633,frames/fps,187,187,1.0000,0
vid_1348,0.633,frames/fps,7,7,1.0000,1
vid_1349,29.467,frames/fps,295,295,1.0000,0
vid_1350,53.900,frames/fps,539,539,1.0000,0
vid_1351,16.100,frames/fps,161,161,1.0000,0
vid_1352,46.667,frames/fps,467,467,1.0000,0
vid_1353,51.133,frames/fps,512,512,1.0000,0
vid_1354,8.400,frames/fps,84,84,1.0000,0
vid_1355,31.033,frames/fps,311,311,1.0000,0
vid_1356,44.433,frames/fps,445,445,1.0000,0
vid_1357,30.500,frames/fps,305,305,1.0000,0
vid_1358,23.267,frames/fps,233,233,1.0000,0
vid_1359,20.533,frames/fps,206,206,1.0000,0
vid_1360,48.400,frames/fps,484,484,1.0000,0
vid_1361,15.833,frames/fps,159,159,1.0000,0
vid_1362,23.200,frames/fps,232,232,1.0000,0
vid_1363,39.133,frames/fps,392,392,1.0000,0
vid_1364,30.900,frames/fps,309,309,1.0000,0
vid_1365,41.933,frames/fps,420,420,1.0000,0
vid_1366,9.767,frames/fps,98,98,1.0000,0
vid_1367,20.900,frames/fps,209,209,1.0000,0
vid_1368,42.967,frames/fps,430,430,1.0000,0
vid_1369,20.700,frames/fps,207,207,1.0000,0
vid_1370,32.833,frames/fps,329,329,1.0000,0
vid_1371,28.500,frames/fps,285,285,1.0000,0
vid_1372,12.333,frames/fps,124,124,1.0000,0
vid_1373,54.467,frames/fps,545,545,1.0000,0
vid_1374,54.100,frames/fps,541,541,1.0000,0
vid_1375,12.767,frames/fps,128,128,1.0000,0
vid_1376,30.833,frames/fps,309,309,1.0000,0
vid_1377,0.633,frames/fps,7,7,1.0000,1
vid_1378,55.067,frames/fps,551,551,1.0000,0
vid_1379,47.200,frames/fps,465,472,1.0000,0
vid_1380,38.433,frames/fps,385,385,1.0000,0
vid_1381,34.667,frames/fps,347,347,1.0000,0
vid_1382,45.967,frames/fps,460,460,1.0000,0
vid_1383,23.700,frames/fps,237,237,1.0000,0
vid_1384,40.433,frames/fps,405,405,1.0000,0
vid_1385,53.400,frames/fps,534,534,1.0000,0
vid_1386,41.700,frames/fps,417,417,1.0000,0
vid_1387,60.500,frames/fps,605,605,1.0000,0
vid_1388,56.933,frames/fps,570,570,1.0000,0
vid_1389,61.400,frames/fps,608,614,1.0000,0
vid_1390,22.300,frames/fps,223,223,1.0000,0
vid_1391,53.800,frames/fps,538,538,1.0000,0
vid_1392,22.600,frames/fps,226,226,1.0000,0
vid_1393,14.500,frames/fps,145,145,1.0000,0
vid_1394,60.767,frames/fps,608,608,1.0000,0
vid_1395,48.100,frames/fps,481,481,1.0000,0
vid_1396,25.267,frames/fps,252,253,1.0000,0
vid_1397,44.533,frames/fps,440,446,1.0000,0
vid_1398,22.767,frames/fps,228,228,1.0000,0
vid_1399,34.533,frames/fps,346,346,1.0000,0
vid_1400,19.933,frames/fps,200,200,1.0000,0
vid_1401,0.633,frames/fps,7,7,1.0000,1
vid_1402,43.333,frames/fps,434,434,1.0000,0
vid_1403,33.500,frames/fps,335,335,1.0000,0
vid_1404,37.100,frames/fps,371,371,1.0000,0
vid_1405,29.333,frames/fps,294,294,1.0000,0
vid_1406,27.533,frames/fps,276,276,1.0000,0
vid_1407,60.500,frames/fps,605,605,1.0000,0
vid_1408,15.800,frames/fps,158,158,1.0000,0
vid_1409,58.400,frames/fps,584,584,1.0000,0
vid_1410,8.600,frames/fps,86,86,1.0000,0
vid_1411,23.000,frames/fps,230,230,1.0000,0
vid_1412,12.367,frames/fps,124,124,1.0000,0
vid_1413,10.167,frames/fps,102,102,1.0000,0
vid_1414,0.633,frames/fps,7,7,1.0000,1
vid_1415,30.067,frames/fps,301,301,1.0000,0
vid_1416,9.533,frames/fps,96,96,1.0000,0
vid_1417,31.533,frames/fps,316,316,1.0000,0
vid_1418,59.833,frames/fps,599,599,1.0000,0
vid_1419,30.567,frames/fps,306,306,1.0000,0
vid_1420,17.033,frames/fps,171,171,1.0000,0
vid_1421,36.567,frames/fps,366,366,1.0000,0
vid_1422,57.167,frames/fps,565,572,1.0000,0
vid_1423,59.833,frames/fps,599,599,1.0000,0
vid_1424,40.367,frames/fps,404,404,1.0000,0
vid_1425,19.800,frames/fps,198,198,1.0000,0
vid_1426,55.067,frames/fps,551,551,1.0000,0
vid_1427,48.967,frames/fps,490,490,1.0000,0
vid_1428,17.233,frames/fps,173,173,1.0000,0
vid_1429,60.100,frames/fps,600,601,1.0000,0
vid_1430,34.867,frames/fps,349,349,1.0000,0
vid_1431,46.000,frames/fps,460,460,1.0000,0
vid_1432,39.167,frames/fps,392,392,1.0000,0
vid_1433,37.600,frames/fps,376,376,1.0000,0
vid_1434,42.267,frames/fps,423,423,1.0000,0
vid_1435,35.100,frames/fps,349,351,1.0000,0
vid_1436,51.600,frames/fps,516,516,1.0000,0
vid_1437,12.533,frames/fps,126,126,1.0000,0
vid_1438,59.200,frames/fps,592,592,1.0000,0
vid_1439,44.067,frames/fps,441,441,1.0000,0
vid_1440,34.833,frames/fps,349,349,1.0000,0
vid_1441,22.900,frames/fps,229,229,1.0000,0
vid_1442,40.100,frames/fps,401,401,1.0000,0
vid_1443,30.833,frames/fps,309,309,1.0000,0
vid_1444,29.733,frames/fps,298,298,1.0000,0
vid_1445,22.800,frames/fps,228,228,1.0000,0
vid_1446,0.633,frames/fps,7,7,1.0000,1
vid_1447,19.300,frames/fps,193,193,1.0000,0
vid_1448,29.067,frames/fps,291,291,1.0000,0
vid_1449,42.033,frames/fps,421,421,1.0000,0
vid_1450,48.533,frames/fps,486,486,1.0000,0
vid_1451,1.233,frames/fps,13,13,1.0000,1
vid_1452,20.533,frames/fps,206,206,1.0000,0
vid_1453,59.533,frames/fps,596,596,1.0000,0
vid_1454,30.200,frames/fps,302,302,1.0000,0
vid_1455,51.533,frames/fps,516,516,1.0000,0
vid_1456,39.833,frames/fps,399,399,1.0000,0
vid_1457,53.600,frames/fps,536,536,1.0000,0
vid_1458,53.600,frames/fps,536,536,1.0000,0
vid_1459,15.300,frames/fps,153,153,1.0000,0
vid_1460,51.300,frames/fps,513,513,1.0000,0
vid_1461,23.367,frames/fps,234,234,1.0000,0
vid_1462,15.533,frames/fps,156,156,1.0000,0
vid_1463,58.400,frames/fps,584,584,1.0000,0
vid_1464,43.300,frames/fps,433,433,1.0000,0
vid_1465,35.233,frames/fps,353,353,1.0000,0
vid_1466,60.567,frames/fps,606,606,1.0000,0
vid_1467,25.000,frames/fps,250,250,1.0000,0
vid_1468,23.100,frames/fps,231,231,1.0000,0
vid_1469,60.533,frames/fps,606,606,1.0000,0
vid_1470,51.867,frames/fps,519,519,1.0000,0
vid_1471,31.033,frames/fps,311,311,1.0000,0
vid_1472,30.667,frames/fps,307,307,1.0000,0
vid_1473,51.900,frames/fps,519,519,1.0000,0
vid_1474,36.100,frames/fps,361,361,1.0000,0
vid_1475,12.500,frames/fps,125,125,1.0000,0
vid_1476,52.633,frames/fps,527,527,1.0000,0
vid_1477,25.300,frames/fps,253,253,1.0000,0
vid_1478,34.100,frames/fps,341,341,1.0000,0
vid_1479,28.333,frames/fps,284,284,1.0000,0
vid_1480,15.567,frames/fps,156,156,1.0000,0
vid_1481,28.067,frames/fps,281,281,1.0000,0
vid_1482,23.600,frames/fps,236,236,1.0000,0
vid_1483,9.333,frames/fps,94,94,1.0000,0
vid_1484,15.967,frames/fps,160,160,1.0000,0
vid_1485,38.833,frames/fps,389,389,1.0000,0
vid_1486,20.367,frames/fps,204,204,1.0000,0
vid_1487,8.767,frames/fps,88,88,1.0000,0
vid_1488,42.900,frames/fps,429,429,1.0000,0
vid_1489,46.567,frames/fps,466,466,1.0000,0
vid_1490,53.867,frames/fps,539,539,1.0000,0
vid_1491,53.900,frames/fps,539,539,1.0000,0
vid_1492,37.667,frames/fps,377,377,1.0000,0
vid_1493,15.567,frames/fps,156,156,1.0000,0
vid_1494,8.133,frames/fps,82,82,1.0000,0
vid_1495,30.867,frames/fps,309,309,1.0000,0
vid_1496,50.267,frames/fps,503,503,1.0000,0
vid_1497,34.233,frames/fps,343,343,1.0000,0
vid_1498,32.233,frames/fps,323,323,1.0000,0
vid_1499,59.933,frames/fps,600,600,1.0000,0
vid_1500,53.200,frames/fps,532,532,1.0000,0
vid_1501,24.667,frames/fps,247,247,1.0000,0
vid_1502,27.633,frames/fps,277,277,1.0000,0
vid_1503,21.733,frames/fps,218,218,1.0000,0
vid_1504,40.700,frames/fps,407,407,1.0000,0
vid_1505,22.400,frames/fps,224,224,1.0000,0
vid_1506,31.433,frames/fps,315,315,1.0000,0
vid_1507,19.133,frames/fps,192,192,1.0000,0
vid_1508,54.700,frames/fps,547,547,1.0000,0
vid_1509,28.833,frames/fps,289,289,1.0000,0
vid_1510,47.400,frames/fps,474,474,1.0000,0
vid_1511,8.467,frames/fps,85,85,1.0000,0
vid_1512,9.367,frames/fps,94,94,1.0000,0
vid_1513,24.133,frames/fps,242,242,1.0000,0
vid_1514,40.700,frames/fps,407,407,1.0000,0
vid_1515,5.200,frames/fps,52,52,1.0000,0
vid_1516,15.800,frames/fps,158,158,1.0000,0
vid_1517,31.900,frames/fps,319,319,1.0000,0
vid_1518,38.767,frames/fps,388,388,1.0000,0
vid_1519,30.800,frames/fps,308,308,1.0000,0
vid_1520,6.700,frames/fps,67,67,1.0000,0
vid_1521,36.800,frames/fps,368,368,1.0000,0
vid_1522,53.800,frames/fps,538,538,1.0000,0
vid_1523,32.500,frames/fps,325,325,1.0000,0
vid_1524,20.900,frames/fps,209,209,1.0000,0
vid_1525,37.367,frames/fps,374,374,1.0000,0
vid_1526,25.433,frames/fps,255,255,1.0000,0
vid_1527,47.567,frames/fps,476,476,1.0000,0
vid_1528,53.533,frames/fps,536,536,1.0000,0
vid_1529,44.600,frames/fps,446,446,1.0000,0
vid_1530,60.533,frames/fps,606,606,1.0000,0
vid_1531,34.833,frames/fps,349,349,1.0000,0
vid_1532,42.633,frames/fps,427,427,1.0000,0
vid_1533,48.900,frames/fps,489,489,1.0000,0
vid_1534,60.533,frames/fps,606,606,1.0000,0
vid_1535,47.633,frames/fps,477,477,1.0000,0
vid_1536,57.000,frames/fps,570,570,1.0000,0
vid_1537,42.600,frames/fps,426,426,1.0000,0
vid_1538,14.667,frames/fps,147,147,1.0000,0
vid_1539,35.000,frames/fps,350,350,1.0000,0
vid_1540,47.633,frames/fps,477,477,1.0000,0
vid_1541,34.300,frames/fps,343,343,1.0000,0
vid_1542,29.067,frames/fps,291,291,1.0000,0
vid_1543,41.167,frames/fps,412,412,1.0000,0
vid_1544,22.667,frames/fps,227,227,1.0000,0
vid_1545,13.500,frames/fps,135,135,1.0000,0
vid_1546,47.567,frames/fps,476,476,1.0000,0
vid_1547,33.767,frames/fps,338,338,1.0000,0
vid_1548,13.100,frames/fps,131,131,1.0000,0
vid_1549,28.900,frames/fps,289,289,1.0000,0
vid_1550,52.833,frames/fps,529,529,1.0000,0
vid_1551,41.000,frames/fps,410,410,1.0000,0
vid_1552,56.400,frames/fps,564,564,1.0000,0
vid_1553,42.300,frames/fps,423,423,1.0000,0
vid_1554,35.133,frames/fps,352,352,1.0000,0
vid_1555,35.400,frames/fps,354,354,1.0000,0
vid_1556,44.333,frames/fps,444,444,1.0000,0
vid_1557,49.400,frames/fps,494,494,1.0000,0
vid_1558,57.233,frames/fps,573,573,1.0000,0
vid_1559,57.967,frames/fps,580,580,1.0000,0
vid_1560,18.600,frames/fps,186,186,1.0000,0
vid_1561,45.067,frames/fps,451,451,1.0000,0
vid_1562,53.467,frames/fps,535,535,1.0000,0
vid_1563,27.133,frames/fps,272,272,1.0000,0
vid_1564,37.367,frames/fps,374,374,1.0000,0
vid_1565,52.700,frames/fps,527,527,1.0000,0
vid_1566,41.800,frames/fps,418,418,1.0000,0
vid_1567,13.933,frames/fps,140,140,1.0000,0
vid_1568,58.267,frames/fps,583,583,1.0000,0
vid_1569,43.367,frames/fps,434,434,1.0000,0
vid_1570,13.833,frames/fps,139,139,1.0000,0
vid_1571,39.967,frames/fps,400,400,1.0000,0
vid_1572,31.333,frames/fps,314,314,1.0000,0
vid_1573,38.900,frames/fps,389,389,1.0000,0
vid_1574,45.533,frames/fps,456,456,1.0000,0
vid_1575,13.000,frames/fps,130,130,1.0000,0
vid_1576,44.900,frames/fps,449,449,1.0000,0
vid_1577,26.300,frames/fps,263,263,1.0000,0
vid_1578,14.633,frames/fps,147,147,1.0000,0
vid_1579,17.267,frames/fps,173,173,1.0000,0
vid_1580,21.800,frames/fps,218,218,1.0000,0
vid_1581,40.600,frames/fps,406,406,1.0000,0
vid_1582,28.767,frames/fps,288,288,1.0000,0
vid_1583,34.133,frames/fps,342,342,1.0000,0
vid_1584,11.000,frames/fps,110,110,1.0000,0
vid_1585,24.267,frames/fps,243,243,1.0000,0
vid_1586,19.267,frames/fps,193,193,1.0000,0
vid_1587,20.900,frames/fps,209,209,1.0000,0
vid_1588,30.600,frames/fps,306,306,1.0000,0
vid_1589,42.667,frames/fps,427,427,1.0000,0
vid_1590,34.367,frames/fps,344,344,1.0000,0
vid_1591,13.067,frames/fps,131,131,1.0000,0
vid_1592,58.767,frames/fps,588,588,1.0000,0
vid_1593,55.033,frames/fps,551,551,1.0000,0
vid_1594,16.767,frames/fps,168,168,1.0000,0
vid_1595,20.200,frames/fps,202,202,1.0000,0
vid_1596,47.200,frames/fps,472,472,1.0000,0
vid_1597,38.833,frames/fps,389,389,1.0000,0
vid_1598,40.800,frames/fps,408,408,1.0000,0
vid_1599,49.667,frames/fps,497,497,1.0000,0
vid_1600,59.000,frames/fps,590,590,1.0000,0
vid_1601,30.733,frames/fps,308,308,1.0000,0
vid_1602,20.833,frames/fps,209,209,1.0000,0
vid_1603,15.800,frames/fps,158,158,1.0000,0
vid_1604,12.667,frames/fps,127,127,1.0000,0
vid_1605,49.933,frames/fps,500,500,1.0000,0
vid_1606,44.833,frames/fps,449,449,1.0000,0
vid_1607,58.000,frames/fps,580,580,1.0000,0
vid_1608,60.500,frames/fps,605,605,1.0000,0
vid_1609,43.200,frames/fps,432,432,1.0000,0
vid_1610,35.667,frames/fps,357,357,1.0000,0
vid_1611,14.433,frames/fps,145,145,1.0000,0
vid_1612,55.767,frames/fps,558,558,1.0000,0
vid_1613,40.700,frames/fps,407,407,1.0000,0
vid_1614,5.400,frames/fps,54,54,1.0000,0
vid_1615,60.533,frames/fps,606,606,1.0000,0
vid_1616,47.467,frames/fps,475,475,1.0000,0
vid_1617,51.033,frames/fps,511,511,1.0000,0
vid_1618,15.700,frames/fps,157,157,1.0000,0
vid_1619,18.800,frames/fps,188,188,1.0000,0
vid_1620,19.467,frames/fps,195,195,1.0000,0
vid_1621,13.567,frames/fps,136,136,1.0000,0
vid_1622,56.600,frames/fps,566,566,1.0000,0
vid_1623,42.800,frames/fps,428,428,1.0000,0
vid_1624,10.767,frames/fps,108,108,1.0000,0
vid_1625,55.767,frames/fps,558,558,1.0000,0
vid_1626,22.600,frames/fps,226,226,1.0000,0
vid_1627,27.800,frames/fps,278,278,1.0000,0
vid_1628,27.733,frames/fps,278,278,1.0000,0
vid_1629,59.433,frames/fps,595,595,1.0000,0
vid_1630,5.700,frames/fps,57,57,1.0000,0
vid_1631,12.567,frames/fps,126,126,1.0000,0
vid_1632,55.767,frames/fps,558,558,1.0000,0
vid_1633,51.800,frames/fps,518,518,1.0000,0
vid_1634,37.633,frames/fps,377,377,1.0000,0
vid_1635,45.233,frames/fps,453,453,1.0000,0
vid_1636,47.200,frames/fps,472,472,1.0000,0
vid_1637,30.300,frames/fps,303,303,1.0000,0
vid_1638,60.100,frames/fps,601,601,1.0000,0
vid_1639,15.767,frames/fps,158,158,1.0000,0
vid_1640,43.333,frames/fps,434,434,1.0000,0
vid_1641,11.133,frames/fps,112,112,1.0000,0
vid_1642,9.667,frames/fps,97,97,1.0000,0
vid_1643,60.533,frames/fps,606,606,1.0000,0
vid_1644,41.567,frames/fps,416,416,1.0000,0
vid_1645,37.867,frames/fps,379,379,1.0000,0
vid_1646,18.467,frames/fps,185,185,1.0000,0
vid_1647,42.533,frames/fps,426,426,1.0000,0
vid_1648,18.967,frames/fps,190,190,1.0000,0
vid_1649,38.133,frames/fps,382,382,1.0000,0
vid_1650,28.833,frames/fps,289,289,1.0000,0
vid_1651,54.100,frames/fps,541,541,1.0000,0
vid_1652,23.667,frames/fps,237,237,1.0000,0
vid_1653,26.500,frames/fps,265,265,1.0000,0
vid_1654,34.233,frames/fps,343,343,1.0000,0
vid_1655,43.500,frames/fps,435,435,1.0000,0
vid_1656,37.800,frames/fps,378,378,1.0000,0
vid_1657,5.100,frames/fps,51,51,1.0000,0
vid_1658,29.100,frames/fps,291,291,1.0000,0
vid_1659,48.300,frames/fps,483,483,1.0000,0
vid_1660,47.967,frames/fps,480,480,1.0000,0
vid_1661,24.200,frames/fps,242,242,1.0000,0
vid_1662,9.767,frames/fps,98,98,1.0000,0
vid_1663,60.533,frames/fps,606,606,1.0000,0
vid_1664,25.433,frames/fps,250,255,1.0000,0
vid_1665,24.100,frames/fps,241,241,1.0000,0
vid_1666,55.867,frames/fps,559,559,1.0000,0
vid_1667,0.600,frames/fps,6,6,1.0000,1
vid_1668,27.867,frames/fps,279,279,1.0000,0
vid_1669,10.033,frames/fps,101,101,1.0000,0
vid_1670,51.733,frames/fps,518,518,1.0000,0
vid_1671,41.400,frames/fps,414,414,1.0000,0
vid_1672,20.400,frames/fps,204,204,1.0000,0
vid_1673,58.000,frames/fps,578,580,1.0000,0
vid_1674,13.067,frames/fps,131,131,1.0000,0
vid_1675,59.533,frames/fps,596,596,1.0000,0
vid_1676,54.567,frames/fps,546,546,1.0000,0
vid_1677,47.967,frames/fps,480,480,1.0000,0
vid_1678,50.967,frames/fps,510,510,1.0000,0
vid_1679,36.200,frames/fps,362,362,1.0000,0
vid_1680,34.667,frames/fps,347,347,1.0000,0
vid_1681,2.400,frames/fps,24,24,1.0000,0
vid_1682,7.167,frames/fps,72,72,1.0000,0
vid_1683,7.467,frames/fps,75,75,1.0000,0
vid_1684,43.633,frames/fps,437,437,1.0000,0
vid_1685,39.433,frames/fps,395,395,1.0000,0
vid_1686,30.533,frames/fps,306,306,1.0000,0
vid_1687,20.833,frames/fps,209,209,1.0000,0
vid_1688,28.267,frames/fps,283,283,1.0000,0
vid_1689,11.433,frames/fps,115,115,1.0000,0
vid_1690,29.000,frames/fps,290,290,1.0000,0
vid_1691,23.200,frames/fps,232,232,1.0000,0
vid_1692,16.367,frames/fps,164,164,1.0000,0
vid_1693,60.533,frames/fps,606,606,1.0000,0
vid_1694,39.633,frames/fps,397,397,1.0000,0
vid_1695,16.633,frames/fps,167,167,1.0000,0
vid_1696,60.500,frames/fps,605,605,1.0000,0
vid_1697,30.733,frames/fps,308,308,1.0000,0
vid_1698,43.967,frames/fps,440,440,1.0000,0
vid_1699,58.767,frames/fps,588,588,1.0000,0
vid_1700,29.300,frames/fps,293,293,1.0000,0
vid_1701,14.700,frames/fps,147,147,1.0000,0
vid_1702,60.533,frames/fps,606,606,1.0000,0
vid_1703,37.467,frames/fps,375,375,1.0000,0
vid_1704,30.067,frames/fps,301,301,1.0000,0
vid_1705,60.533,frames/fps,606,606,1.0000,0
vid_1706,22.200,frames/fps,222,222,1.0000,0
vid_1707,31.833,frames/fps,319,319,1.0000,0
vid_1708,60.533,frames/fps,606,606,1.0000,0
vid_1709,26.000,frames/fps,260,260,1.0000,0
vid_1710,41.100,frames/fps,411,411,1.0000,0
vid_1711,58.767,frames/fps,588,588,1.0000,0
vid_1712,14.300,frames/fps,143,143,1.0000,0
vid_1713,47.067,frames/fps,471,471,1.0000,0
vid_1714,60.533,frames/fps,606,606,1.0000,0
vid_1715,33.100,frames/fps,331,331,1.0000,0
vid_1716,19.500,frames/fps,195,195,1.0000,0
vid_1717,8.200,frames/fps,82,82,1.0000,0
vid_1718,19.933,frames/fps,200,200,1.0000,0
vid_1719,22.333,frames/fps,224,224,1.0000,0
vid_1720,12.167,frames/fps,122,122,1.0000,0
vid_1721,27.800,frames/fps,278,278,1.0000,0
vid_1722,20.067,frames/fps,201,201,1.0000,0
vid_1723,60.500,frames/fps,605,605,1.0000,0
vid_1724,34.000,frames/fps,340,340,1.0000,0
vid_1725,29.600,frames/fps,296,296,1.0000,0
vid_1726,41.233,frames/fps,413,413,1.0000,0
vid_1727,51.500,frames/fps,515,515,1.0000,0
vid_1728,10.000,frames/fps,100,100,1.0000,0
vid_1729,18.567,frames/fps,186,186,1.0000,0
vid_1730,38.933,frames/fps,390,390,1.0000,0
vid_1731,30.133,frames/fps,302,302,1.0000,0
vid_1732,52.133,frames/fps,522,522,1.0000,0
vid_1733,26.700,frames/fps,267,267,1.0000,0
vid_1734,59.733,frames/fps,598,598,1.0000,0
vid_1735,21.933,frames/fps,220,220,1.0000,0
vid_1736,28.367,frames/fps,284,284,1.0000,0
vid_1737,49.833,frames/fps,499,499,1.0000,0
vid_1738,22.400,frames/fps,224,224,1.0000,0
vid_1739,15.500,frames/fps,155,155,1.0000,0
vid_1740,38.567,frames/fps,386,386,1.0000,0
vid_1741,11.367,frames/fps,114,114,1.0000,0
vid_1742,14.167,frames/fps,142,142,1.0000,0
vid_1743,34.267,frames/fps,343,343,1.0000,0
vid_1744,7.467,frames/fps,75,75,1.0000,0
vid_1745,38.700,frames/fps,387,387,1.0000,0
vid_1746,15.567,frames/fps,156,156,1.0000,0
vid_1747,23.600,frames/fps,236,236,1.0000,0
vid_1748,38.033,frames/fps,381,381,1.0000,0
vid_1749,40.333,frames/fps,404,404,1.0000,0
vid_1750,19.300,frames/fps,193,193,1.0000,0
vid_1751,55.733,frames/fps,558,558,1.0000,0
vid_1752,9.500,frames/fps,95,95,1.0000,0
vid_1753,40.600,frames/fps,406,406,1.0000,0
vid_1754,26.800,frames/fps,268,268,1.0000,0
vid_1755,57.033,frames/fps,571,571,1.0000,0
vid_1756,37.600,frames/fps,376,376,1.0000,0
vid_1757,26.133,frames/fps,262,262,1.0000,0
vid_1758,58.300,frames/fps,583,583,1.0000,0
vid_1759,22.133,frames/fps,222,222,1.0000,0
vid_1760,31.533,frames/fps,316,316,1.0000,0
vid_1761,56.100,frames/fps,561,561,1.0000,0
vid_1762,25.533,frames/fps,256,256,1.0000,0
vid_1763,47.233,frames/fps,473,473,1.0000,0
vid_1764,26.667,frames/fps,267,267,1.0000,0
vid_1765,44.200,frames/fps,442,442,1.0000,0
vid_1766,60.500,frames/fps,605,605,1.0000,0
vid_1767,42.800,frames/fps,428,428,1.0000,0
vid_1768,48.433,frames/fps,485,485,1.0000,0
vid_1769,60.533,frames/fps,606,606,1.0000,0
vid_1770,34.400,frames/fps,344,344,1.0000,0
vid_1771,45.933,frames/fps,460,460,1.0000,0
vid_1772,12.933,frames/fps,130,130,1.0000,0
vid_1773,34.400,frames/fps,344,344,1.0000,0
vid_1774,24.900,frames/fps,249,249,1.0000,0
vid_1775,43.500,frames/fps,435,435,1.0000,0
vid_1776,15.200,frames/fps,152,152,1.0000,0
vid_1777,38.000,frames/fps,380,380,1.0000,0
vid_1778,25.067,frames/fps,251,251,1.0000,0
vid_1779,8.900,frames/fps,89,89,1.0000,0
vid_1780,31.267,frames/fps,313,313,1.0000,0
vid_1781,60.533,frames/fps,606,606,1.0000,0
vid_1782,34.867,frames/fps,349,349,1.0000,0
vid_1783,9.200,frames/fps,92,92,1.0000,0
vid_1784,5.633,frames/fps,57,57,1.0000,0
vid_1785,31.567,frames/fps,316,316,1.0000,0
vid_1786,15.067,frames/fps,151,151,1.0000,0
vid_1787,36.300,frames/fps,363,363,1.0000,0
vid_1788,16.367,frames/fps,164,164,1.0000,0
vid_1789,14.900,frames/fps,149,149,1.0000,0
vid_1790,20.267,frames/fps,203,203,1.0000,0
vid_1791,44.033,frames/fps,441,441,1.0000,0
vid_1792,14.500,frames/fps,145,145,1.0000,0
vid_1793,21.867,frames/fps,219,219,1.0000,0
vid_1794,20.200,frames/fps,202,202,1.0000,0
vid_1795,30.533,frames/fps,306,306,1.0000,0
vid_1796,37.267,frames/fps,373,373,1.0000,0
vid_1797,39.700,frames/fps,397,397,1.0000,0
vid_1798,19.167,frames/fps,192,192,1.0000,0
vid_1799,14.200,frames/fps,142,142,1.0000,0
vid_1800,42.100,frames/fps,421,421,1.0000,0
vid_1801,13.300,frames/fps,133,133,1.0000,0
vid_1802,23.433,frames/fps,235,235,1.0000,0
vid_1803,37.467,frames/fps,375,375,1.0000,0
vid_1804,48.133,frames/fps,482,482,1.0000,0
vid_1805,21.667,frames/fps,217,217,1.0000,0
vid_1806,6.367,frames/fps,64,64,1.0000,0
vid_1807,42.700,frames/fps,427,427,1.0000,0
vid_1808,26.300,frames/fps,263,263,1.0000,0
vid_1809,12.900,frames/fps,129,129,1.0000,0
vid_1810,38.867,frames/fps,389,389,1.0000,0
vid_1811,50.933,frames/fps,509,510,1.0000,0
vid_1812,8.133,frames/fps,82,82,1.0000,0
vid_1813,12.367,frames/fps,124,124,1.0000,0
vid_1814,7.033,frames/fps,71,71,1.0000,0
vid_1815,16.133,frames/fps,162,162,1.0000,0
vid_1816,29.567,frames/fps,296,296,1.0000,0
vid_1817,21.000,frames/fps,210,210,1.0000,0
vid_1818,23.133,frames/fps,232,232,1.0000,0
vid_1819,10.033,frames/fps,101,101,1.0000,0
vid_1820,28.200,frames/fps,282,282,1.0000,0
vid_1821,56.900,frames/fps,569,569,1.0000,0
vid_1822,20.000,frames/fps,200,200,1.0000,0
vid_1823,45.400,frames/fps,454,454,1.0000,0
vid_1824,7.067,frames/fps,71,71,1.0000,0
vid_1825,6.267,frames/fps,63,63,1.0000,0
vid_1826,30.733,frames/fps,308,308,1.0000,0
vid_1827,26.200,frames/fps,262,262,1.0000,0
vid_1828,23.300,frames/fps,233,233,1.0000,0
vid_1829,12.167,frames/fps,122,122,1.0000,0
vid_1830,53.000,frames/fps,530,530,1.0000,0
vid_1831,26.633,frames/fps,264,267,1.0000,0
vid_1832,29.900,frames/fps,299,299,1.0000,0
vid_1833,32.333,frames/fps,324,324,1.0000,0
vid_1834,15.667,frames/fps,157,157,1.0000,0
vid_1835,8.467,frames/fps,85,85,1.0000,0
vid_1836,24.933,frames/fps,250,250,1.0000,0
vid_1837,30.433,frames/fps,305,305,1.0000,0
vid_1838,54.667,frames/fps,547,547,1.0000,0
vid_1839,29.267,frames/fps,293,293,1.0000,0
vid_1840,6.000,frames/fps,60,60,1.0000,0
vid_1841,35.833,frames/fps,359,359,1.0000,0
vid_1842,20.133,frames/fps,202,202,1.0000,0
vid_1843,15.100,frames/fps,151,151,1.0000,0
vid_1844,17.433,frames/fps,175,175,1.0000,0
vid_1845,27.400,frames/fps,274,274,1.0000,0
vid_1846,42.100,frames/fps,421,421,1.0000,0
vid_1847,18.767,frames/fps,188,188,1.0000,0
vid_1848,18.767,frames/fps,188,188,1.0000,0
vid_1849,54.967,frames/fps,550,550,1.0000,0
vid_1850,21.767,frames/fps,218,218,1.0000,0
vid_1851,9.267,frames/fps,93,93,1.0000,0
vid_1852,44.300,frames/fps,443,443,1.0000,0
vid_1853,14.633,frames/fps,147,147,1.0000,0
vid_1854,52.600,frames/fps,521,526,1.0000,0
vid_1855,60.533,frames/fps,606,606,1.0000,0
vid_1856,39.767,frames/fps,398,398,1.0000,0
vid_1857,47.100,frames/fps,471,471,1.0000,0
vid_1858,53.167,frames/fps,532,532,1.0000,0
