video_id,duration_sec,duration_source,n_face_frames,n_gesture_frames,face_detection_rate,too_short_for_rate
vid_0827,12.100,frames/fps,121,121,1.0000,0
vid_0828,56.567,frames/fps,566,566,1.0000,0
vid_0829,48.600,frames/fps,486,486,1.0000,0
vid_0830,28.233,frames/fps,283,283,1.0000,0
vid_0831,31.000,frames/fps,310,310,1.0000,0
vid_0832,29.133,frames/fps,292,292,1.0000,0
vid_0833,0.800,frames/fps,8,8,1.0000,1
vid_0834,23.567,frames/fps,236,236,1.0000,0
vid_0835,26.633,frames/fps,267,267,1.0000,0
vid_0836,32.367,frames/fps,324,324,1.0000,0
vid_0837,21.367,frames/fps,214,214,1.0000,0
vid_0838,16.400,frames/fps,164,164,1.0000,0
vid_0839,52.733,frames/fps,528,528,1.0000,0
vid_0840,24.933,frames/fps,250,250,1.0000,0
vid_0841,39.500,frames/fps,395,395,1.0000,0
vid_0842,21.367,frames/fps,213,214,1.0000,0
vid_0843,48.300,frames/fps,483,483,1.0000,0
vid_0844,26.900,frames/fps,269,269,1.0000,0
vid_0845,9.167,frames/fps,92,92,1.0000,0
vid_0846,37.467,frames/fps,375,375,1.0000,0
vid_0847,7.800,frames/fps,78,78,1.0000,0
vid_0848,33.067,frames/fps,331,331,1.0000,0
vid_0849,17.600,frames/fps,173,176,1.0000,0
vid_0850,37.433,frames/fps,375,375,1.0000,0
vid_0851,46.367,frames/fps,464,464,1.0000,0
vid_0852,59.967,frames/fps,600,600,1.0000,0
vid_0853,8.033,frames/fps,81,81,1.0000,0
vid_0854,20.000,frames/fps,200,200,1.0000,0
vid_0855,15.333,frames/fps,154,154,1.0000,0
vid_0856,23.767,frames/fps,238,238,1.0000,0
vid_0857,43.800,frames/fps,423,438,1.0000,0
vid_0858,59.800,frames/fps,598,598,1.0000,0
vid_0859,13.600,frames/fps,136,136,1.0000,0
vid_0860,14.400,frames/fps,144,144,1.0000,0
vid_0861,17.900,frames/fps,179,179,1.0000,0
vid_0862,22.133,frames/fps,222,222,1.0000,0
vid_0863,12.667,frames/fps,127,127,1.0000,0
vid_0864,60.500,frames/fps,605,605,1.0000,0
vid_0865,19.567,frames/fps,196,196,1.0000,0
vid_0866,20.433,frames/fps,205,205,1.0000,0
vid_0867,50.500,frames/fps,505,505,1.0000,0
vid_0868,14.067,frames/fps,141,141,1.0000,0
vid_0869,24.767,frames/fps,248,248,1.0000,0
vid_0870,21.000,frames/fps,210,210,1.0000,0
vid_0871,14.700,frames/fps,147,147,1.0000,0
vid_0872,19.967,frames/fps,200,200,1.0000,0
vid_0873,19.100,frames/fps,191,191,1.0000,0
vid_0874,55.033,frames/fps,551,551,1.0000,0
vid_0875,6.933,frames/fps,70,70,1.0000,0
vid_0876,39.233,frames/fps,393,393,1.0000,0
vid_0877,56.967,frames/fps,570,570,1.0000,0
vid_0878,28.300,frames/fps,283,283,1.0000,0
vid_0879,8.600,frames/fps,86,86,1.0000,0
vid_0880,14.733,frames/fps,148,148,1.0000,0
vid_0881,13.167,frames/fps,132,132,1.0000,0
vid_0882,27.400,frames/fps,274,274,1.0000,0
vid_0883,14.000,frames/fps,140,140,1.0000,0
vid_0884,57.000,frames/fps,570,570,1.0000,0
vid_0885,8.500,frames/fps,85,85,1.0000,0
vid_0886,13.500,frames/fps,135,135,1.0000,0
vid_0887,45.400,frames/fps,454,454,1.0000,0
vid_0888,20.733,frames/fps,208,208,1.0000,0
vid_0889,51.233,frames/fps,513,513,1.0000,0
vid_0890,50.300,frames/fps,503,503,1.0000,0
vid_0891,46.733,frames/fps,468,468,1.0000,0
vid_0892,21.333,frames/fps,214,214,1.0000,0
vid_0893,17.233,frames/fps,173,173,1.0000,0
vid_0894,29.967,frames/fps,300,300,1.0000,0
vid_0895,14.300,frames/fps,143,143,1.0000,0
vid_0896,28.700,frames/fps,287,287,1.0000,0
vid_0897,14.633,frames/fps,147,147,1.0000,0
vid_0898,27.233,frames/fps,273,273,1.0000,0
vid_0899,48.400,frames/fps,484,484,1.0000,0
vid_0900,20.200,frames/fps,202,202,1.0000,0
vid_0901,20.467,frames/fps,205,205,1.0000,0
vid_0902,20.833,frames/fps,209,209,1.0000,0
vid_0903,18.133,frames/fps,182,182,1.0000,0
vid_0904,13.967,frames/fps,140,140,1.0000,0
vid_0905,45.467,frames/fps,455,455,1.0000,0
vid_0906,23.067,frames/fps,231,231,1.0000,0
vid_0907,35.067,frames/fps,351,351,1.0000,0
vid_0908,22.033,frames/fps,221,221,1.0000,0
vid_0909,24.333,frames/fps,244,244,1.0000,0
vid_0910,15.833,frames/fps,159,159,1.0000,0
vid_0911,25.433,frames/fps,255,255,1.0000,0
vid_0912,53.300,frames/fps,533,533,1.0000,0
vid_0913,48.433,frames/fps,485,485,1.0000,0
vid_0914,16.567,frames/fps,166,166,1.0000,0
vid_0915,37.033,frames/fps,371,371,1.0000,0
vid_0916,14.633,frames/fps,147,147,1.0000,0
vid_0917,17.967,frames/fps,180,180,1.0000,0
vid_0918,28.200,frames/fps,282,282,1.0000,0
vid_0919,27.133,frames/fps,272,272,1.0000,0
vid_0920,29.067,frames/fps,291,291,1.0000,0
vid_0921,18.333,frames/fps,184,184,1.0000,0
vid_0922,50.700,frames/fps,507,507,1.0000,0
vid_0923,13.267,frames/fps,133,133,1.0000,0
vid_0924,13.200,frames/fps,132,132,1.0000,0
vid_0925,29.067,frames/fps,291,291,1.0000,0
vid_0926,30.100,frames/fps,301,301,1.0000,0
vid_0927,31.700,frames/fps,317,317,1.0000,0
vid_0928,16.233,frames/fps,163,163,1.0000,0
vid_0929,29.800,frames/fps,298,298,1.0000,0
vid_0930,16.967,frames/fps,170,170,1.0000,0
vid_0931,38.967,frames/fps,390,390,1.0000,0
vid_0932,14.567,frames/fps,146,146,1.0000,0
vid_0933,60.433,frames/fps,605,605,1.0000,0
vid_0934,42.233,frames/fps,423,423,1.0000,0
vid_0935,11.767,frames/fps,118,118,1.0000,0
vid_0936,43.067,frames/fps,431,431,1.0000,0
vid_0937,18.700,frames/fps,187,187,1.0000,0
vid_0938,25.767,frames/fps,258,258,1.0000,0
vid_0939,12.100,frames/fps,121,121,1.0000,0
vid_0940,24.533,frames/fps,246,246,1.0000,0
vid_0941,9.733,frames/fps,98,98,1.0000,0
vid_0942,16.000,frames/fps,160,160,1.0000,0
vid_0943,34.800,frames/fps,348,348,1.0000,0
vid_0944,31.067,frames/fps,311,311,1.0000,0
vid_0945,0.633,frames/fps,7,7,1.0000,1
vid_0946,60.500,frames/fps,605,605,1.0000,0
vid_0947,23.267,frames/fps,233,233,1.0000,0
vid_0948,33.033,frames/fps,331,331,1.0000,0
vid_0949,9.000,frames/fps,90,90,1.0000,0
vid_0950,14.167,frames/fps,139,142,1.0000,0
vid_0951,42.467,frames/fps,425,425,1.0000,0
vid_0952,42.033,frames/fps,421,421,1.0000,0
vid_0953,35.467,frames/fps,355,355,1.0000,0
vid_0954,50.900,frames/fps,506,509,1.0000,0
vid_0955,11.533,frames/fps,116,116,1.0000,0
vid_0956,26.600,frames/fps,266,266,1.0000,0
vid_0957,60.000,frames/fps,600,600,1.0000,0
vid_0958,20.867,frames/fps,209,209,1.0000,0
vid_0959,33.233,frames/fps,333,333,1.0000,0
vid_0960,16.600,frames/fps,166,166,1.0000,0
vid_0961,3.600,frames/fps,36,36,1.0000,0
vid_0962,58.933,frames/fps,590,590,1.0000,0
vid_0963,16.167,frames/fps,162,162,1.0000,0
vid_0964,17.867,frames/fps,179,179,1.0000,0
vid_0965,48.467,frames/fps,485,485,1.0000,0
vid_0966,22.367,frames/fps,224,224,1.0000,0
vid_0967,51.433,frames/fps,515,515,1.0000,0
vid_0968,59.400,frames/fps,594,594,1.0000,0
vid_0969,22.333,frames/fps,224,224,1.0000,0
vid_0970,60.533,frames/fps,606,606,1.0000,0
vid_0971,47.167,frames/fps,472,472,1.0000,0
vid_0972,21.733,frames/fps,218,218,1.0000,0
vid_0973,29.467,frames/fps,295,295,1.0000,0
vid_0974,21.667,frames/fps,217,217,1.0000,0
vid_0975,60.367,frames/fps,604,604,1.0000,0
vid_0976,46.200,frames/fps,462,462,1.0000,0
vid_0977,47.167,frames/fps,472,472,1.0000,0
vid_0978,32.367,frames/fps,324,324,1.0000,0
vid_0979,36.967,frames/fps,370,370,1.0000,0
vid_0980,27.733,frames/fps,278,278,1.0000,0
vid_0981,56.500,frames/fps,565,565,1.0000,0
vid_0982,32.200,frames/fps,322,322,1.0000,0
vid_0983,21.667,frames/fps,217,217,1.0000,0
vid_0984,24.200,frames/fps,242,242,1.0000,0
vid_0985,60.367,frames/fps,604,604,1.0000,0
vid_0986,56.700,frames/fps,567,567,1.0000,0
vid_0987,25.800,frames/fps,258,258,1.0000,0
vid_0988,60.533,frames/fps,606,606,1.0000,0
vid_0989,50.067,frames/fps,501,501,1.0000,0
vid_0990,43.967,frames/fps,440,440,1.0000,0
vid_0991,51.433,frames/fps,515,515,1.0000,0
vid_0992,19.933,frames/fps,200,200,1.0000,0
vid_0993,28.933,frames/fps,290,290,1.0000,0
vid_0994,60.533,frames/fps,605,606,1.0000,0
vid_0995,36.600,frames/fps,366,366,1.0000,0
vid_0996,43.000,frames/fps,430,430,1.0000,0
vid_0997,43.000,frames/fps,430,430,1.0000,0
vid_0998,60.267,frames/fps,603,603,1.0000,0
vid_0999,27.433,frames/fps,275,275,1.0000,0
vid_1000,23.333,frames/fps,234,234,1.0000,0
vid_1001,31.533,frames/fps,316,316,1.0000,0
vid_1002,16.967,frames/fps,170,170,1.0000,0
vid_1003,44.400,frames/fps,444,444,1.0000,0
vid_1004,4.867,frames/fps,49,49,1.0000,0
vid_1005,60.533,frames/fps,606,606,1.0000,0
vid_1006,45.900,frames/fps,459,459,1.0000,0
vid_1007,60.500,frames/fps,605,605,1.0000,0
vid_1008,55.533,frames/fps,556,556,1.0000,0
vid_1009,39.867,frames/fps,387,399,1.0000,0
vid_1010,36.933,frames/fps,370,370,1.0000,0
vid_1011,32.933,frames/fps,330,330,1.0000,0
vid_1012,26.400,frames/fps,264,264,1.0000,0
vid_1013,43.600,frames/fps,436,436,1.0000,0
vid_1014,23.600,frames/fps,236,236,1.0000,0
vid_1015,23.233,frames/fps,233,233,1.0000,0
vid_1016,29.133,frames/fps,292,292,1.0000,0
vid_1017,60.533,frames/fps,603,606,1.0000,0
vid_1018,26.967,frames/fps,270,270,1.0000,0
vid_1019,46.767,frames/fps,468,468,1.0000,0
vid_1020,22.667,frames/fps,227,227,1.0000,0
vid_1021,28.233,frames/fps,283,283,1.0000,0
vid_1022,16.033,frames/fps,161,161,1.0000,0
vid_1023,12.800,frames/fps,128,128,1.0000,0
vid_1024,52.967,frames/fps,530,530,1.0000,0
vid_1025,8.200,frames/fps,82,82,1.0000,0
vid_1026,21.533,frames/fps,216,216,1.0000,0
vid_1027,28.733,frames/fps,288,288,1.0000,0
vid_1028,19.667,frames/fps,197,197,1.0000,0
vid_1029,46.767,frames/fps,468,468,1.0000,0
vid_1030,40.500,frames/fps,405,405,1.0000,0
vid_1031,20.000,frames/fps,200,200,1.0000,0
vid_1032,25.867,frames/fps,259,259,1.0000,0
vid_1033,18.133,frames/fps,182,182,1.0000,0
vid_1034,6.067,frames/fps,61,61,1.0000,0
vid_1035,20.900,frames/fps,209,209,1.0000,0
vid_1036,16.633,frames/fps,167,167,1.0000,0
vid_1037,5.700,frames/fps,57,57,1.0000,0
vid_1038,29.400,frames/fps,294,294,1.0000,0
vid_1039,5.700,frames/fps,57,57,1.0000,0
vid_1040,6.100,frames/fps,61,61,1.0000,0
vid_1041,31.667,frames/fps,317,317,1.0000,0
vid_1042,10.800,frames/fps,108,108,1.0000,0
vid_1043,10.933,frames/fps,110,110,1.0000,0
vid_1044,8.967,frames/fps,90,90,1.0000,0
vid_1045,25.333,frames/fps,254,254,1.0000,0
vid_1046,7.267,frames/fps,73,73,1.0000,0
vid_1047,25.367,frames/fps,254,254,1.0000,0
vid_1048,17.200,frames/fps,172,172,1.0000,0
vid_1049,18.533,frames/fps,186,186,1.0000,0
vid_1050,6.467,frames/fps,65,65,1.0000,0
vid_1051,42.933,frames/fps,430,430,1.0000,0
vid_1052,54.400,frames/fps,544,544,1.0000,0
vid_1053,27.967,frames/fps,280,280,1.0000,0
vid_1054,20.667,frames/fps,207,207,1.0000,0
vid_1055,21.267,frames/fps,213,213,1.0000,0
vid_1056,18.633,frames/fps,187,187,1.0000,0
vid_1057,28.200,frames/fps,282,282,1.0000,0
vid_1058,7.733,frames/fps,78,78,1.0000,0
vid_1059,21.133,frames/fps,212,212,1.0000,0
vid_1060,40.500,frames/fps,405,405,1.0000,0
vid_1061,21.033,frames/fps,211,211,1.0000,0
vid_1062,22.300,frames/fps,223,223,1.0000,0
vid_1063,32.467,frames/fps,325,325,1.0000,0
vid_1064,10.233,frames/fps,103,103,1.0000,0
vid_1065,10.633,frames/fps,107,107,1.0000,0
vid_1066,27.733,frames/fps,278,278,1.0000,0
vid_1067,22.733,frames/fps,228,228,1.0000,0
vid_1068,28.800,frames/fps,288,288,1.0000,0
vid_1069,53.400,frames/fps,534,534,1.0000,0
vid_1070,56.000,frames/fps,560,560,1.0000,0
vid_1071,10.900,frames/fps,109,109,1.0000,0
vid_1072,21.433,frames/fps,215,215,1.0000,0
vid_1073,11.600,frames/fps,116,116,1.0000,0
vid_1074,15.633,frames/fps,157,157,1.0000,0
vid_1075,23.900,frames/fps,239,239,1.0000,0
vid_1076,60.500,frames/fps,605,605,1.0000,0
vid_1077,25.867,frames/fps,259,259,1.0000,0
vid_1078,18.800,frames/fps,188,188,1.0000,0
vid_1079,43.400,frames/fps,434,434,1.0000,0
vid_1080,28.333,frames/fps,284,284,1.0000,0
vid_1081,33.800,frames/fps,338,338,1.0000,0
vid_1082,59.867,frames/fps,599,599,1.0000,0
vid_1083,35.300,frames/fps,353,353,1.0000,0
vid_1084,46.300,frames/fps,463,463,1.0000,0
vid_1085,23.300,frames/fps,233,233,1.0000,0
vid_1086,50.600,frames/fps,506,506,1.0000,0
vid_1087,34.367,frames/fps,344,344,1.0000,0
vid_1088,17.600,frames/fps,176,176,1.0000,0
vid_1089,10.300,frames/fps,103,103,1.0000,0
vid_1090,42.133,frames/fps,422,422,1.0000,0
vid_1091,8.100,frames/fps,81,81,1.0000,0
vid_1092,8.333,frames/fps,84,84,1.0000,0
vid_1093,19.433,frames/fps,192,195,1.0000,0
vid_1094,7.533,frames/fps,76,76,1.0000,0
vid_1095,56.333,frames/fps,564,564,1.0000,0
vid_1096,56.367,frames/fps,564,564,1.0000,0
vid_1097,17.800,frames/fps,178,178,1.0000,0
vid_1098,31.833,frames/fps,319,319,1.0000,0
vid_1099,13.400,frames/fps,134,134,1.0000,0
vid_1100,41.900,frames/fps,419,419,1.0000,0
vid_1101,25.567,frames/fps,256,256,1.0000,0
vid_1102,56.367,frames/fps,564,564,1.0000,0
vid_1103,28.967,frames/fps,290,290,1.0000,0
vid_1104,8.800,frames/fps,88,88,1.0000,0
vid_1105,24.133,frames/fps,242,242,1.0000,0
vid_1106,16.667,frames/fps,167,167,1.0000,0
vid_1107,29.500,frames/fps,295,295,1.0000,0
vid_1108,8.033,frames/fps,81,81,1.0000,0
vid_1109,42.733,frames/fps,428,428,1.0000,0
vid_1110,46.600,frames/fps,466,466,1.0000,0
vid_1111,8.767,frames/fps,88,88,1.0000,0
vid_1112,15.900,frames/fps,159,159,1.0000,0
vid_1113,35.200,frames/fps,352,352,1.0000,0
vid_1114,20.000,frames/fps,200,200,1.0000,0
vid_1115,30.500,frames/fps,305,305,1.0000,0
vid_1116,13.100,frames/fps,131,131,1.0000,0
vid_1117,25.233,frames/fps,253,253,1.0000,0
vid_1118,24.267,frames/fps,243,243,1.0000,0
vid_1119,18.533,frames/fps,186,186,1.0000,0
vid_1120,17.767,frames/fps,178,178,1.0000,0
vid_1121,42.967,frames/fps,430,430,1.0000,0
vid_1122,15.733,frames/fps,158,158,1.0000,0
vid_1123,34.100,frames/fps,341,341,1.0000,0
vid_1124,19.800,frames/fps,198,198,1.0000,0
vid_1125,30.233,frames/fps,303,303,1.0000,0
vid_1126,53.700,frames/fps,537,537,1.0000,0
vid_1127,36.667,frames/fps,367,367,1.0000,0
vid_1128,10.000,frames/fps,100,100,1.0000,0
vid_1129,59.800,frames/fps,598,598,1.0000,0
vid_1130,24.467,frames/fps,245,245,1.0000,0
vid_1131,50.567,frames/fps,506,506,1.0000,0
vid_1132,36.400,frames/fps,364,364,1.0000,0
vid_1133,16.067,frames/fps,161,161,1.0000,0
vid_1134,17.433,frames/fps,175,175,1.0000,0
vid_1135,36.033,frames/fps,361,361,1.0000,0
vid_1136,60.533,frames/fps,606,606,1.0000,0
vid_1137,57.033,frames/fps,555,571,1.0000,0
vid_1138,22.800,frames/fps,228,228,1.0000,0
vid_1139,25.400,frames/fps,254,254,1.0000,0
vid_1140,45.167,frames/fps,452,452,1.0000,0
vid_1141,12.900,frames/fps,129,129,1.0000,0
vid_1142,47.567,frames/fps,476,476,1.0000,0
vid_1143,43.133,frames/fps,432,432,1.0000,0
vid_1144,45.967,frames/fps,460,460,1.0000,0
vid_1145,14.567,frames/fps,146,146,1.0000,0
vid_1146,29.000,frames/fps,290,290,1.0000,0
vid_1147,8.967,frames/fps,90,90,1.0000,0
vid_1148,15.733,frames/fps,158,158,1.0000,0
vid_1149,20.133,frames/fps,202,202,1.0000,0
vid_1150,33.967,frames/fps,340,340,1.0000,0
vid_1151,58.800,frames/fps,588,588,1.0000,0
vid_1152,18.700,frames/fps,187,187,1.0000,0
vid_1153,14.533,frames/fps,146,146,1.0000,0
vid_1154,60.500,frames/fps,605,605,1.0000,0
vid_1155,12.900,frames/fps,129,129,1.0000,0
vid_1156,25.200,frames/fps,252,252,1.0000,0
vid_1157,40.867,frames/fps,409,409,1.0000,0
vid_1158,47.300,frames/fps,473,473,1.0000,0
vid_1159,32.200,frames/fps,322,322,1.0000,0
vid_1160,54.733,frames/fps,548,548,1.0000,0
vid_1161,5.100,frames/fps,51,51,1.0000,0
vid_1162,19.300,frames/fps,192,193,1.0000,0
vid_1163,24.667,frames/fps,247,247,1.0000,0
vid_1164,16.033,frames/fps,161,161,1.0000,0
vid_1165,21.767,frames/fps,218,218,1.0000,0
vid_1166,15.300,frames/fps,153,153,1.0000,0
vid_1167,39.300,frames/fps,393,393,1.0000,0
vid_1168,53.033,frames/fps,531,531,1.0000,0
vid_1169,44.900,frames/fps,449,449,1.0000,0
vid_1170,23.900,frames/fps,239,239,1.0000,0
vid_1171,36.333,frames/fps,364,364,1.0000,0
vid_1172,20.833,frames/fps,209,209,1.0000,0
vid_1173,7.033,frames/fps,71,71,1.0000,0
vid_1174,38.167,frames/fps,382,382,1.0000,0
vid_1175,24.067,frames/fps,241,241,1.0000,0
vid_1176,4.633,frames/fps,47,47,1.0000,0
vid_1177,52.367,frames/fps,524,524,1.0000,0
vid_1178,18.300,frames/fps,183,183,1.0000,0
vid_1179,7.467,frames/fps,75,75,1.0000,0
vid_1180,52.233,frames/fps,517,523,1.0000,0
vid_1181,33.533,frames/fps,336,336,1.0000,0
vid_1182,52.933,frames/fps,530,530,1.0000,0
vid_1183,0.633,frames/fps,7,7,1.0000,1
vid_1184,8.600,frames/fps,86,86,1.0000,0
vid_1185,56.767,frames/fps,568,568,1.0000,0
vid_1186,21.567,frames/fps,216,216,1.0000,0
vid_1187,28.100,frames/fps,281,281,1.0000,0
vid_1188,37.233,frames/fps,373,373,1.0000,0
vid_1189,55.200,frames/fps,552,552,1.0000,0
vid_1190,25.833,frames/fps,259,259,1.0000,0
vid_1191,16.833,frames/fps,169,169,1.0000,0
vid_1192,14.000,frames/fps,140,140,1.0000,0
vid_1193,20.033,frames/fps,201,201,1.0000,0
vid_1194,19.833,frames/fps,199,199,1.0000,0
vid_1195,16.933,frames/fps,143,170,1.0000,0
vid_1196,57.067,frames/fps,571,571,1.0000,0
vid_1197,35.433,frames/fps,355,355,1.0000,0
vid_1198,7.433,frames/fps,75,75,1.0000,0
vid_1199,57.367,frames/fps,574,574,1.0000,0
vid_1200,27.267,frames/fps,273,273,1.0000,0
vid_1201,25.100,frames/fps,251,251,1.0000,0
vid_1202,60.533,frames/fps,606,606,1.0000,0
vid_1203,28.933,frames/fps,290,290,1.0000,0
vid_1204,51.667,frames/fps,517,517,1.0000,0
vid_1205,33.100,frames/fps,331,331,1.0000,0
vid_1206,5.500,frames/fps,55,55,1.0000,0
vid_1207,59.633,frames/fps,597,597,1.0000,0
vid_1208,11.300,frames/fps,113,113,1.0000,0
vid_1209,20.267,frames/fps,203,203,1.0000,0
vid_1210,15.600,frames/fps,156,156,1.0000,0
vid_1211,60.533,frames/fps,606,606,1.0000,0
vid_1212,60.533,frames/fps,606,606,1.0000,0
vid_1213,12.100,frames/fps,121,121,1.0000,0
vid_1214,18.033,frames/fps,181,181,1.0000,0
vid_1215,35.233,frames/fps,353,353,1.0000,0
vid_1216,12.367,frames/fps,124,124,1.0000,0
vid_1217,14.933,frames/fps,150,150,1.0000,0
vid_1218,32.600,frames/fps,326,326,1.0000,0
vid_1219,36.633,frames/fps,367,367,1.0000,0
vid_1220,47.967,frames/fps,480,480,1.0000,0
vid_1221,53.600,frames/fps,536,536,1.0000,0
vid_1222,23.800,frames/fps,238,238,1.0000,0
vid_1223,60.533,frames/fps,606,606,1.0000,0
vid_1224,29.833,frames/fps,299,299,1.0000,0
vid_1225,60.500,frames/fps,605,605,1.0000,0
vid_1226,24.700,frames/fps,247,247,1.0000,0
vid_1227,56.500,frames/fps,565,565,1.0000,0
vid_1228,29.800,frames/fps,298,298,1.0000,0
vid_1229,58.967,frames/fps,590,590,1.0000,0
vid_1230,13.400,frames/fps,134,134,1.0000,0
vid_1231,52.067,frames/fps,521,521,1.0000,0
vid_1232,52.033,frames/fps,521,521,1.0000,0
vid_1233,57.000,frames/fps,570,570,1.0000,0
vid_1234,13.400,frames/fps,134,134,1.0000,0
vid_1235,15.633,frames/fps,157,157,1.0000,0
vid_1236,18.267,frames/fps,183,183,1.0000,0
vid_1237,13.400,frames/fps,134,134,1.0000,0
vid_1238,47.233,frames/fps,473,473,1.0000,0
vid_1239,9.000,frames/fps,90,90,1.0000,0
vid_1240,17.733,frames/fps,178,178,1.0000,0
vid_1241,16.100,frames/fps,161,161,1.0000,0
vid_1242,19.633,frames/fps,197,197,1.0000,0
vid_1243,9.100,frames/fps,91,91,1.0000,0
vid_1244,17.067,frames/fps,171,171,1.0000,0
vid_1245,38.233,frames/fps,383,383,1.0000,0
vid_1246,23.800,frames/fps,238,238,1.0000,0
vid_1247,29.733,frames/fps,298,298,1.0000,0
vid_1248,58.300,frames/fps,583,583,1.0000,0
vid_1249,26.600,frames/fps,266,266,1.0000,0
vid_1250,60.533,frames/fps,606,606,1.0000,0
vid_1251,51.333,frames/fps,514,514,1.0000,0
vid_1252,10.933,frames/fps,110,110,1.0000,0
vid_1253,24.800,frames/fps,248,248,1.0000,0
vid_1254,52.300,frames/fps,521,523,1.0000,0
vid_1255,56.600,frames/fps,566,566,1.0000,0
vid_1256,28.467,frames/fps,285,285,1.0000,0
vid_1257,38.333,frames/fps,384,384,1.0000,0
vid_1258,50.633,frames/fps,507,507,1.0000,0
vid_1259,22.933,frames/fps,230,230,1.0000,0
vid_1260,25.800,frames/fps,258,258,1.0000,0
vid_1261,28.967,frames/fps,290,290,1.0000,0
vid_1262,23.000,frames/fps,230,230,1.0000,0
vid_1263,55.633,frames/fps,557,557,1.0000,0
vid_1264,29.767,frames/fps,298,298,1.0000,0
vid_1265,54.067,frames/fps,541,541,1.0000,0
vid_1266,59.400,frames/fps,594,594,1.0000,0
vid_1267,59.733,frames/fps,598,598,1.0000,0
vid_1268,21.067,frames/fps,211,211,1.0000,0
vid_1269,28.000,frames/fps,280,280,1.0000,0
vid_1270,13.600,frames/fps,136,136,1.0000,0
vid_1271,30.700,frames/fps,307,307,1.0000,0
vid_1272,11.433,frames/fps,115,115,1.0000,0
vid_1273,53.900,frames/fps,539,539,1.0000,0
vid_1274,39.600,frames/fps,395,396,1.0000,0
vid_1275,25.267,frames/fps,253,253,1.0000,0
vid_1276,8.700,frames/fps,87,87,1.0000,0
vid_1277,57.867,frames/fps,579,579,1.0000,0
vid_1278,37.967,frames/fps,374,380,1.0000,0
vid_1279,6.633,frames/fps,67,67,1.0000,0
vid_1280,11.433,frames/fps,115,115,1.0000,0
vid_1281,11.600,frames/fps,116,116,1.0000,0
vid_1282,38.933,frames/fps,390,390,1.0000,0
vid_1283,4.233,frames/fps,43,43,1.0000,0
vid_1284,18.533,frames/fps,186,186,1.0000,0
vid_1285,17.667,frames/fps,177,177,1.0000,0
vid_1286,21.700,frames/fps,216,217,1.0000,0
vid_1287,45.067,frames/fps,451,451,1.0000,0
vid_1288,54.667,frames/fps,547,547,1.0000,0
vid_1289,20.400,frames/fps,204,204,1.0000,0
vid_1290,41.200,frames/fps,412,412,1.0000,0
vid_1291,46.833,frames/fps,469,469,1.0000,0
vid_1292,49.200,frames/fps,492,492,1.0000,0
vid_1293,15.700,frames/fps,157,157,1.0000,0
vid_1294,15.833,frames/fps,159,159,1.0000,0
vid_1295,21.667,frames/fps,217,217,1.0000,0
vid_1296,58.667,frames/fps,587,587,1.0000,0
vid_1297,52.067,frames/fps,521,521,1.0000,0
vid_1298,18.633,frames/fps,187,187,1.0000,0
vid_1299,39.833,frames/fps,399,399,1.0000,0
vid_1300,25.767,frames/fps,258,258,1.0000,0
vid_1301,20.700,frames/fps,207,207,1.0000,0
vid_1302,18.700,frames/fps,185,187,1.0000,0
vid_1303,43.933,frames/fps,440,440,1.0000,0
vid_1304,26.667,frames/fps,267,267,1.0000,0
vid_1305,28.900,frames/fps,289,289,1.0000,0
vid_1306,21.300,frames/fps,213,213,1.0000,0
vid_1307,25.800,frames/fps,258,258,1.0000,0
vid_1308,25.933,frames/fps,260,260,1.0000,0
vid_1309,48.567,frames/fps,486,486,1.0000,0
vid_1310,26.933,frames/fps,270,270,1.0000,0
vid_1311,59.700,frames/fps,597,597,1.0000,0
vid_1312,57.300,frames/fps,573,573,1.0000,0
vid_1313,26.533,frames/fps,266,266,1.0000,0
vid_1314,55.400,frames/fps,554,554,1.0000,0
vid_1315,55.467,frames/fps,555,555,1.0000,0
vid_1316,10.300,frames/fps,103,103,1.0000,0
vid_1317,60.500,frames/fps,605,605,1.0000,0
vid_1318,56.500,frames/fps,565,565,1.0000,0
vid_1319,13.033,frames/fps,131,131,1.0000,0
vid_1320,58.800,frames/fps,567,588,1.0000,0
vid_1321,13.933,frames/fps,140,140,1.0000,0
vid_1322,56.500,frames/fps,565,565,1.0000,0
vid_1323,30.133,frames/fps,302,302,1.0000,0
vid_1324,31.633,frames/fps,317,317,1.0000,0
vid_1325,27.300,frames/fps,273,273,1.0000,0
vid_1326,23.667,frames/fps,237,237,1.0000,0
vid_1327,37.967,frames/fps,380,380,1.0000,0
vid_1328,12.467,frames/fps,121,125,1.0000,0
vid_1329,11.367,frames/fps,114,114,1.0000,0
vid_1330,9.333,frames/fps,94,94,1.0000,0
vid_1331,46.200,frames/fps,462,462,1.0000,0
vid_1332,34.167,frames/fps,342,342,1.0000,0
vid_1333,19.467,frames/fps,195,195,1.0000,0
vid_1334,23.433,frames/fps,235,235,1.0000,0
vid_1335,33.633,frames/fps,337,337,1.0000,0
vid_1336,0.633,frames/fps,7,7,1.0000,1
vid_1337,34.933,frames/fps,350,350,1.0000,0
vid_1338,13.633,frames/fps,137,137,1.0000,0
vid_1339,33.633,frames/fps,337,337,1.0000,0
vid_1340,47.967,frames/fps,480,480,1.0000,0
vid_1341,11.733,frames/fps,118,118,1.0000,0
vid_1342,26.400,frames/fps,264,264,1.0000,0
